month_date,observed_deaths,edition_year,is_final,source_filename
2006-01-01,49005,2006,True,2006_publishedoutput200tcm772274163.xls
2006-02-01,42582,2006,True,2006_publishedoutput200tcm772274163.xls
2006-03-01,49110,2006,True,2006_publishedoutput200tcm772274163.xls
2006-04-01,40543,2006,True,2006_publishedoutput200tcm772274163.xls
2006-05-01,42332,2006,True,2006_publishedoutput200tcm772274163.xls
2006-06-01,40684,2006,True,2006_publishedoutput200tcm772274163.xls
2006-07-01,38765,2006,True,2006_publishedoutput200tcm772274163.xls
2006-08-01,39029,2006,True,2006_publishedoutput200tcm772274163.xls
2006-09-01,36504,2006,True,2006_publishedoutput200tcm772274163.xls
2006-10-01,40290,2006,True,2006_publishedoutput200tcm772274163.xls
2006-11-01,42226,2006,True,2006_publishedoutput200tcm772274163.xls
2006-12-01,40339,2006,True,2006_publishedoutput200tcm772274163.xls
2007-01-01,50201,2007,True,2007_publishedoutput200tcm772274233.xls
2007-02-01,44579,2007,True,2007_publishedoutput200tcm772274233.xls
2007-03-01,44281,2007,True,2007_publishedoutput200tcm772274233.xls
2007-04-01,41315,2007,True,2007_publishedoutput200tcm772274233.xls
2007-05-01,41479,2007,True,2007_publishedoutput200tcm772274233.xls
2007-06-01,37934,2007,True,2007_publishedoutput200tcm772274233.xls
2007-07-01,39618,2007,True,2007_publishedoutput200tcm772274233.xls
2007-08-01,38921,2007,True,2007_publishedoutput200tcm772274233.xls
2007-09-01,35118,2007,True,2007_publishedoutput200tcm772274233.xls
2007-10-01,42820,2007,True,2007_publishedoutput200tcm772274233.xls
2007-11-01,42756,2007,True,2007_publishedoutput200tcm772274233.xls
2007-12-01,43847,2007,True,2007_publishedoutput200tcm772274233.xls
2008-01-01,51951,2008,True,2008_publishedoutput200tcm772274292.xls
2008-02-01,42257,2008,True,2008_publishedoutput200tcm772274292.xls
2008-03-01,41928,2008,True,2008_publishedoutput200tcm772274292.xls
2008-04-01,45929,2008,True,2008_publishedoutput200tcm772274292.xls
2008-05-01,39134,2008,True,2008_publishedoutput200tcm772274292.xls
2008-06-01,37741,2008,True,2008_publishedoutput200tcm772274292.xls
2008-07-01,39961,2008,True,2008_publishedoutput200tcm772274292.xls
2008-08-01,34878,2008,True,2008_publishedoutput200tcm772274292.xls
2008-09-01,39095,2008,True,2008_publishedoutput200tcm772274292.xls
2008-10-01,42061,2008,True,2008_publishedoutput200tcm772274292.xls
2008-11-01,39406,2008,True,2008_publishedoutput200tcm772274292.xls
2008-12-01,53488,2008,True,2008_publishedoutput200tcm772274292.xls
2009-01-01,54938,2009,True,2009_publishedoutput200tcm772274362.xls
2009-02-01,41348,2009,True,2009_publishedoutput200tcm772274362.xls
2009-03-01,42302,2009,True,2009_publishedoutput200tcm772274362.xls
2009-04-01,40209,2009,True,2009_publishedoutput200tcm772274362.xls
2009-05-01,36500,2009,True,2009_publishedoutput200tcm772274362.xls
2009-06-01,38755,2009,True,2009_publishedoutput200tcm772274362.xls
2009-07-01,37877,2009,True,2009_publishedoutput200tcm772274362.xls
2009-08-01,33516,2009,True,2009_publishedoutput200tcm772274362.xls
2009-09-01,39013,2009,True,2009_publishedoutput200tcm772274362.xls
2009-10-01,40090,2009,True,2009_publishedoutput200tcm772274362.xls
2009-11-01,40030,2009,True,2009_publishedoutput200tcm772274362.xls
2009-12-01,45669,2009,True,2009_publishedoutput200tcm772274362.xls
2010-01-01,48269,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-02-01,40984,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-03-01,45071,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-04-01,40507,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-05-01,36439,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-06-01,40080,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-07-01,36799,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-08-01,35979,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-09-01,39317,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-10-01,38540,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-11-01,42038,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-12-01,48191,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2011-01-01,49893,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-02-01,39278,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-03-01,44129,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-04-01,36868,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-05-01,40003,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-06-01,39904,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-07-01,35541,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-08-01,38283,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-09-01,38253,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-10-01,37119,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-11-01,40543,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-12-01,43474,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2012-01-01,46804,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-02-01,44472,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-03-01,44067,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-04-01,41596,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-05-01,43917,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-06-01,36594,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-07-01,39201,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-08-01,38924,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-09-01,35133,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-10-01,43083,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-11-01,42033,2012,True,2012_publishedoutput2012finaltcm773197501.xls
