month_date,observed_deaths,edition_year,is_final,source_filename
2012-12-01,42457,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2013-01-01,52813,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-02-01,43712,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-03-01,44833,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-04-01,49630,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-05-01,42179,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-06-01,35779,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-07-01,39709,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-08-01,35585,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-09-01,36677,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-10-01,42214,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-11-01,39853,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-12-01,42706,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2014-01-01,48916,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-02-01,41114,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-03-01,41129,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-04-01,41419,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-05-01,39338,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-06-01,38434,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-07-01,41140,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-08-01,35861,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-09-01,40874,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-10-01,43052,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-11-01,39373,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-12-01,49664,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2015-01-01,60779,2015,True,2015_publishedoutput2015final.xls
2015-02-01,46634,2015,True,2015_publishedoutput2015final.xls
2015-03-01,47820,2015,True,2015_publishedoutput2015final.xls
2015-04-01,45077,2015,True,2015_publishedoutput2015final.xls
2015-05-01,39250,2015,True,2015_publishedoutput2015final.xls
2015-06-01,41992,2015,True,2015_publishedoutput2015final.xls
2015-07-01,40400,2015,True,2015_publishedoutput2015final.xls
2015-08-01,36096,2015,True,2015_publishedoutput2015final.xls
2015-09-01,41491,2015,True,2015_publishedoutput2015final.xls
2015-10-01,42125,2015,True,2015_publishedoutput2015final.xls
2015-11-01,41431,2015,True,2015_publishedoutput2015final.xls
2015-12-01,45412,2015,True,2015_publishedoutput2015final.xls
2016-01-01,47351,2016,True,2016_publishedoutput2016final.xls
2016-02-01,45922,2016,True,2016_publishedoutput2016final.xls
2016-03-01,48562,2016,True,2016_publishedoutput2016final.xls
2016-04-01,46755,2016,True,2016_publishedoutput2016final.xls
2016-05-01,41291,2016,True,2016_publishedoutput2016final.xls
2016-06-01,41921,2016,True,2016_publishedoutput2016final.xls
2016-07-01,38882,2016,True,2016_publishedoutput2016final.xls
2016-08-01,40676,2016,True,2016_publishedoutput2016final.xls
2016-09-01,40250,2016,True,2016_publishedoutput2016final.xls
2016-10-01,40360,2016,True,2016_publishedoutput2016final.xls
2016-11-01,46418,2016,True,2016_publishedoutput2016final.xls
2016-12-01,45469,2016,True,2016_publishedoutput2016final.xls
2017-01-01,57266,2017,True,2017_publishedoutputannual2017final.xls
2017-02-01,47695,2017,True,2017_publishedoutputannual2017final.xls
2017-03-01,48577,2017,True,2017_publishedoutputannual2017final.xls
2017-04-01,39024,2017,True,2017_publishedoutputannual2017final.xls
2017-05-01,44183,2017,True,2017_publishedoutputannual2017final.xls
2017-06-01,42074,2017,True,2017_publishedoutputannual2017final.xls
2017-07-01,38314,2017,True,2017_publishedoutputannual2017final.xls
2017-08-01,40963,2017,True,2017_publishedoutputannual2017final.xls
2017-09-01,40002,2017,True,2017_publishedoutputannual2017final.xls
2017-10-01,43504,2017,True,2017_publishedoutputannual2017final.xls
2017-11-01,45476,2017,True,2017_publishedoutputannual2017final.xls
2017-12-01,45052,2017,True,2017_publishedoutputannual2017final.xls
2018-01-01,64020,2018,True,2018_publishedannual2018.xls
2018-02-01,49087,2018,True,2018_publishedannual2018.xls
2018-03-01,51131,2018,True,2018_publishedannual2018.xls
2018-04-01,46383,2018,True,2018_publishedannual2018.xls
2018-05-01,42685,2018,True,2018_publishedannual2018.xls
2018-06-01,39679,2018,True,2018_publishedannual2018.xls
2018-07-01,40621,2018,True,2018_publishedannual2018.xls
2018-08-01,40071,2018,True,2018_publishedannual2018.xls
2018-09-01,37013,2018,True,2018_publishedannual2018.xls
2018-10-01,44311,2018,True,2018_publishedannual2018.xls
2018-11-01,43834,2018,True,2018_publishedannual2018.xls
2018-12-01,41430,2018,True,2018_publishedannual2018.xls
2019-01-01,53774,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-02-01,45695,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-03-01,43817,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-04-01,44005,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-05-01,44292,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-06-01,38511,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-07-01,42192,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-08-01,38721,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-09-01,39915,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-10-01,46131,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-11-01,45124,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-12-01,47376,2019,True,2019_annual2019publishedoutputrefresh.xls
2020-01-01,56595,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-02-01,43552,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-03-01,49643,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-04-01,88038,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-05-01,52305,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-06-01,42573,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-07-01,40729,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-08-01,37130,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-09-01,42428,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-10-01,46242,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-11-01,51263,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-12-01,56601,2020,True,2020_annual2020publishedoutputrefresh.xls
2021-01-01,73217,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-02-01,58679,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-03-01,48543,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-04-01,41458,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-05-01,37819,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-06-01,41242,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-07-01,43324,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-08-01,43066,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-09-01,47432,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-10-01,46424,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-11-01,51518,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-12-01,52762,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2022-01-01,53065,2022,True,2022_processorannualdeaths2022.xlsx
2022-02-01,45813,2022,True,2022_processorannualdeaths2022.xlsx
2022-03-01,49412,2022,True,2022_processorannualdeaths2022.xlsx
2022-04-01,45847,2022,True,2022_processorannualdeaths2022.xlsx
2022-05-01,48516,2022,True,2022_processorannualdeaths2022.xlsx
2022-06-01,44178,2022,True,2022_processorannualdeaths2022.xlsx
2022-07-01,44673,2022,True,2022_processorannualdeaths2022.xlsx
2022-08-01,47309,2022,True,2022_processorannualdeaths2022.xlsx
2022-09-01,45398,2022,True,2022_processorannualdeaths2022.xlsx
2022-10-01,48325,2022,True,2022_processorannualdeaths2022.xlsx
2022-11-01,50723,2022,True,2022_processorannualdeaths2022.xlsx
2022-12-01,52768,2022,True,2022_processorannualdeaths2022.xlsx
2023-01-01,67535,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-02-01,49448,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-03-01,54387,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-04-01,44810,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-05-01,47619,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-06-01,46846,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-07-01,41055,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-08-01,44542,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-09-01,43120,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-10-01,45709,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-11-01,49902,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-12-01,46390,2023,True,2023_monthlydeathsfinalised2023.xlsx
2024-01-01,58603,2024,True,2024_monthlydeaths2024final1.xlsx
2024-02-01,50358,2024,True,2024_monthlydeaths2024final1.xlsx
2024-03-01,46090,2024,True,2024_monthlydeaths2024final1.xlsx
2024-04-01,49271,2024,True,2024_monthlydeaths2024final1.xlsx
2024-05-01,47168,2024,True,2024_monthlydeaths2024final1.xlsx
2024-06-01,42597,2024,True,2024_monthlydeaths2024final1.xlsx
2024-07-01,47230,2024,True,2024_monthlydeaths2024final1.xlsx
2024-08-01,41995,2024,True,2024_monthlydeaths2024final1.xlsx
2024-09-01,41403,2024,True,2024_monthlydeaths2024final1.xlsx
2024-10-01,49328,2024,True,2024_monthlydeaths2024final1.xlsx
2024-11-01,46283,2024,True,2024_monthlydeaths2024final1.xlsx
2024-12-01,48287,2024,True,2024_monthlydeaths2024final1.xlsx
2025-01-01,62508,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-02-01,48901,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-03-01,48817,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-04-01,46210,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-05-01,46522,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-06-01,44408,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-07-01,45798,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-08-01,39441,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-09-01,44199,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-10-01,49011,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-11-01,45284,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2025-12-01,49918,2025,True,2025_monthlydeathsdecember2025finalv2.xlsx
2026-01-01,57954,2026,False,2026_monthlydeathsjune2026.xlsx
2026-02-01,48107,2026,False,2026_monthlydeathsjune2026.xlsx
2026-03-01,48718,2026,False,2026_monthlydeathsjune2026.xlsx
2026-04-01,46649,2026,False,2026_monthlydeathsjune2026.xlsx
2026-05-01,41974,2026,False,2026_monthlydeathsjune2026.xlsx
2026-06-01,46688,2026,False,2026_monthlydeathsjune2026.xlsx
