week_ending,age_band,observed_deaths,edition_year,is_final,source_filename
2012-06-29,1-14,16,2012,False,2012_publishedweek2012.xls
2012-07-06,1-14,17,2012,False,2012_publishedweek2012.xls
2012-07-13,1-14,16,2012,False,2012_publishedweek2012.xls
2012-07-20,1-14,26,2012,False,2012_publishedweek2012.xls
2012-07-27,1-14,15,2012,False,2012_publishedweek2012.xls
2012-08-03,1-14,13,2012,False,2012_publishedweek2012.xls
2012-08-10,1-14,38,2012,False,2012_publishedweek2012.xls
2012-08-17,1-14,14,2012,False,2012_publishedweek2012.xls
2012-08-24,1-14,19,2012,False,2012_publishedweek2012.xls
2012-08-31,1-14,13,2012,False,2012_publishedweek2012.xls
2012-09-07,1-14,20,2012,False,2012_publishedweek2012.xls
2012-09-14,1-14,19,2012,False,2012_publishedweek2012.xls
2012-09-21,1-14,15,2012,False,2012_publishedweek2012.xls
2012-09-28,1-14,16,2012,False,2012_publishedweek2012.xls
2012-10-05,1-14,16,2012,False,2012_publishedweek2012.xls
2012-10-12,1-14,11,2012,False,2012_publishedweek2012.xls
2012-10-19,1-14,24,2012,False,2012_publishedweek2012.xls
2012-10-26,1-14,31,2012,False,2012_publishedweek2012.xls
2012-11-02,1-14,21,2012,False,2012_publishedweek2012.xls
2012-11-09,1-14,25,2012,False,2012_publishedweek2012.xls
2012-11-16,1-14,19,2012,False,2012_publishedweek2012.xls
2012-11-23,1-14,18,2012,False,2012_publishedweek2012.xls
2012-11-30,1-14,19,2012,False,2012_publishedweek2012.xls
2012-12-07,1-14,32,2012,False,2012_publishedweek2012.xls
2012-12-14,1-14,23,2012,False,2012_publishedweek2012.xls
2012-12-21,1-14,23,2012,False,2012_publishedweek2012.xls
2012-12-28,1-14,15,2012,False,2012_publishedweek2012.xls
2013-01-04,1-14,24,2013,False,2013_publishedweek2013.xls
2013-01-11,1-14,27,2013,False,2013_publishedweek2013.xls
2013-01-18,1-14,11,2013,False,2013_publishedweek2013.xls
2013-01-25,1-14,20,2013,False,2013_publishedweek2013.xls
2013-02-01,1-14,24,2013,False,2013_publishedweek2013.xls
2013-02-08,1-14,21,2013,False,2013_publishedweek2013.xls
2013-02-15,1-14,31,2013,False,2013_publishedweek2013.xls
2013-02-22,1-14,22,2013,False,2013_publishedweek2013.xls
2013-03-01,1-14,25,2013,False,2013_publishedweek2013.xls
2013-03-08,1-14,24,2013,False,2013_publishedweek2013.xls
2013-03-15,1-14,27,2013,False,2013_publishedweek2013.xls
2013-03-22,1-14,15,2013,False,2013_publishedweek2013.xls
2013-03-29,1-14,22,2013,False,2013_publishedweek2013.xls
2013-04-05,1-14,21,2013,False,2013_publishedweek2013.xls
2013-04-12,1-14,20,2013,False,2013_publishedweek2013.xls
2013-04-19,1-14,24,2013,False,2013_publishedweek2013.xls
2013-04-26,1-14,17,2013,False,2013_publishedweek2013.xls
2013-05-03,1-14,23,2013,False,2013_publishedweek2013.xls
2013-05-10,1-14,17,2013,False,2013_publishedweek2013.xls
2013-05-17,1-14,20,2013,False,2013_publishedweek2013.xls
2013-05-24,1-14,24,2013,False,2013_publishedweek2013.xls
2013-05-31,1-14,17,2013,False,2013_publishedweek2013.xls
2013-06-07,1-14,19,2013,False,2013_publishedweek2013.xls
2013-06-14,1-14,20,2013,False,2013_publishedweek2013.xls
2013-06-21,1-14,24,2013,False,2013_publishedweek2013.xls
2013-06-28,1-14,20,2013,False,2013_publishedweek2013.xls
2013-07-05,1-14,16,2013,False,2013_publishedweek2013.xls
2013-07-12,1-14,26,2013,False,2013_publishedweek2013.xls
2013-07-19,1-14,17,2013,False,2013_publishedweek2013.xls
2013-07-26,1-14,14,2013,False,2013_publishedweek2013.xls
2013-08-02,1-14,20,2013,False,2013_publishedweek2013.xls
2013-08-09,1-14,11,2013,False,2013_publishedweek2013.xls
2013-08-16,1-14,22,2013,False,2013_publishedweek2013.xls
2013-08-23,1-14,20,2013,False,2013_publishedweek2013.xls
2013-08-30,1-14,15,2013,False,2013_publishedweek2013.xls
2013-09-06,1-14,23,2013,False,2013_publishedweek2013.xls
2013-09-13,1-14,19,2013,False,2013_publishedweek2013.xls
2013-09-20,1-14,18,2013,False,2013_publishedweek2013.xls
2013-09-27,1-14,18,2013,False,2013_publishedweek2013.xls
2013-10-04,1-14,16,2013,False,2013_publishedweek2013.xls
2013-10-11,1-14,18,2013,False,2013_publishedweek2013.xls
2013-10-18,1-14,18,2013,False,2013_publishedweek2013.xls
2013-10-25,1-14,25,2013,False,2013_publishedweek2013.xls
2013-11-01,1-14,15,2013,False,2013_publishedweek2013.xls
2013-11-08,1-14,16,2013,False,2013_publishedweek2013.xls
2013-11-15,1-14,29,2013,False,2013_publishedweek2013.xls
2013-11-22,1-14,18,2013,False,2013_publishedweek2013.xls
2013-11-29,1-14,23,2013,False,2013_publishedweek2013.xls
2013-12-06,1-14,23,2013,False,2013_publishedweek2013.xls
2013-12-13,1-14,19,2013,False,2013_publishedweek2013.xls
2013-12-20,1-14,27,2013,False,2013_publishedweek2013.xls
2013-12-27,1-14,13,2013,False,2013_publishedweek2013.xls
2014-01-03,1-14,16,2014,False,2014_publishedweek2014.xls
2014-01-10,1-14,25,2014,False,2014_publishedweek2014.xls
2014-01-17,1-14,15,2014,False,2014_publishedweek2014.xls
2014-01-24,1-14,18,2014,False,2014_publishedweek2014.xls
2014-01-31,1-14,21,2014,False,2014_publishedweek2014.xls
2014-02-07,1-14,24,2014,False,2014_publishedweek2014.xls
2014-02-14,1-14,27,2014,False,2014_publishedweek2014.xls
2014-02-21,1-14,28,2014,False,2014_publishedweek2014.xls
2014-02-28,1-14,22,2014,False,2014_publishedweek2014.xls
2014-03-07,1-14,20,2014,False,2014_publishedweek2014.xls
2014-03-14,1-14,26,2014,False,2014_publishedweek2014.xls
2014-03-21,1-14,15,2014,False,2014_publishedweek2014.xls
2014-03-28,1-14,19,2014,False,2014_publishedweek2014.xls
2014-04-04,1-14,18,2014,False,2014_publishedweek2014.xls
2014-04-11,1-14,23,2014,False,2014_publishedweek2014.xls
2014-04-18,1-14,18,2014,False,2014_publishedweek2014.xls
2014-04-25,1-14,20,2014,False,2014_publishedweek2014.xls
2014-05-02,1-14,23,2014,False,2014_publishedweek2014.xls
2014-05-09,1-14,17,2014,False,2014_publishedweek2014.xls
2014-05-16,1-14,20,2014,False,2014_publishedweek2014.xls
2014-05-23,1-14,17,2014,False,2014_publishedweek2014.xls
2014-05-30,1-14,21,2014,False,2014_publishedweek2014.xls
2014-06-06,1-14,32,2014,False,2014_publishedweek2014.xls
2014-06-13,1-14,22,2014,False,2014_publishedweek2014.xls
2014-06-20,1-14,15,2014,False,2014_publishedweek2014.xls
2014-06-27,1-14,17,2014,False,2014_publishedweek2014.xls
2014-07-04,1-14,26,2014,False,2014_publishedweek2014.xls
2014-07-11,1-14,32,2014,False,2014_publishedweek2014.xls
2014-07-18,1-14,24,2014,False,2014_publishedweek2014.xls
2014-07-25,1-14,19,2014,False,2014_publishedweek2014.xls
2014-08-01,1-14,20,2014,False,2014_publishedweek2014.xls
2014-08-08,1-14,22,2014,False,2014_publishedweek2014.xls
2014-08-15,1-14,18,2014,False,2014_publishedweek2014.xls
2014-08-22,1-14,15,2014,False,2014_publishedweek2014.xls
2014-08-29,1-14,15,2014,False,2014_publishedweek2014.xls
2014-09-05,1-14,13,2014,False,2014_publishedweek2014.xls
2014-09-12,1-14,23,2014,False,2014_publishedweek2014.xls
2014-09-19,1-14,13,2014,False,2014_publishedweek2014.xls
2014-09-26,1-14,17,2014,False,2014_publishedweek2014.xls
2014-10-03,1-14,22,2014,False,2014_publishedweek2014.xls
2014-10-10,1-14,21,2014,False,2014_publishedweek2014.xls
2014-10-17,1-14,19,2014,False,2014_publishedweek2014.xls
2014-10-24,1-14,19,2014,False,2014_publishedweek2014.xls
2014-10-31,1-14,25,2014,False,2014_publishedweek2014.xls
2014-11-07,1-14,16,2014,False,2014_publishedweek2014.xls
2014-11-14,1-14,12,2014,False,2014_publishedweek2014.xls
2014-11-21,1-14,16,2014,False,2014_publishedweek2014.xls
2014-11-28,1-14,18,2014,False,2014_publishedweek2014.xls
2014-12-05,1-14,26,2014,False,2014_publishedweek2014.xls
2014-12-12,1-14,24,2014,False,2014_publishedweek2014.xls
2014-12-19,1-14,24,2014,False,2014_publishedweek2014.xls
2014-12-26,1-14,16,2014,False,2014_publishedweek2014.xls
2015-01-02,1-14,16,2015,False,2015_publishedweek2015.xls
2015-01-09,1-14,28,2015,False,2015_publishedweek2015.xls
2015-01-16,1-14,28,2015,False,2015_publishedweek2015.xls
2015-01-23,1-14,20,2015,False,2015_publishedweek2015.xls
2015-01-30,1-14,20,2015,False,2015_publishedweek2015.xls
2015-02-06,1-14,30,2015,False,2015_publishedweek2015.xls
2015-02-13,1-14,18,2015,False,2015_publishedweek2015.xls
2015-02-20,1-14,18,2015,False,2015_publishedweek2015.xls
2015-02-27,1-14,25,2015,False,2015_publishedweek2015.xls
2015-03-06,1-14,19,2015,False,2015_publishedweek2015.xls
2015-03-13,1-14,17,2015,False,2015_publishedweek2015.xls
2015-03-20,1-14,20,2015,False,2015_publishedweek2015.xls
2015-03-27,1-14,21,2015,False,2015_publishedweek2015.xls
2015-04-03,1-14,17,2015,False,2015_publishedweek2015.xls
2015-04-10,1-14,18,2015,False,2015_publishedweek2015.xls
2015-04-17,1-14,22,2015,False,2015_publishedweek2015.xls
2015-04-24,1-14,20,2015,False,2015_publishedweek2015.xls
2015-05-01,1-14,21,2015,False,2015_publishedweek2015.xls
2015-05-08,1-14,19,2015,False,2015_publishedweek2015.xls
2015-05-15,1-14,20,2015,False,2015_publishedweek2015.xls
2015-05-22,1-14,14,2015,False,2015_publishedweek2015.xls
2015-05-29,1-14,22,2015,False,2015_publishedweek2015.xls
2015-06-05,1-14,23,2015,False,2015_publishedweek2015.xls
2015-06-12,1-14,10,2015,False,2015_publishedweek2015.xls
2015-06-19,1-14,22,2015,False,2015_publishedweek2015.xls
2015-06-26,1-14,19,2015,False,2015_publishedweek2015.xls
2015-07-03,1-14,19,2015,False,2015_publishedweek2015.xls
2015-07-10,1-14,18,2015,False,2015_publishedweek2015.xls
2015-07-17,1-14,14,2015,False,2015_publishedweek2015.xls
2015-07-24,1-14,14,2015,False,2015_publishedweek2015.xls
2015-07-31,1-14,20,2015,False,2015_publishedweek2015.xls
2015-08-07,1-14,21,2015,False,2015_publishedweek2015.xls
2015-08-14,1-14,15,2015,False,2015_publishedweek2015.xls
2015-08-21,1-14,21,2015,False,2015_publishedweek2015.xls
2015-08-28,1-14,11,2015,False,2015_publishedweek2015.xls
2015-09-04,1-14,12,2015,False,2015_publishedweek2015.xls
2015-09-11,1-14,14,2015,False,2015_publishedweek2015.xls
2015-09-18,1-14,18,2015,False,2015_publishedweek2015.xls
2015-09-25,1-14,15,2015,False,2015_publishedweek2015.xls
2015-10-02,1-14,18,2015,False,2015_publishedweek2015.xls
2015-10-09,1-14,13,2015,False,2015_publishedweek2015.xls
2015-10-16,1-14,26,2015,False,2015_publishedweek2015.xls
2015-10-23,1-14,22,2015,False,2015_publishedweek2015.xls
2015-10-30,1-14,14,2015,False,2015_publishedweek2015.xls
2015-11-06,1-14,24,2015,False,2015_publishedweek2015.xls
2015-11-13,1-14,26,2015,False,2015_publishedweek2015.xls
2015-11-20,1-14,21,2015,False,2015_publishedweek2015.xls
2015-11-27,1-14,21,2015,False,2015_publishedweek2015.xls
2015-12-04,1-14,25,2015,False,2015_publishedweek2015.xls
2015-12-11,1-14,25,2015,False,2015_publishedweek2015.xls
2015-12-18,1-14,28,2015,False,2015_publishedweek2015.xls
2015-12-25,1-14,26,2015,False,2015_publishedweek2015.xls
2016-01-01,1-14,12,2015,False,2015_publishedweek2015.xls
2016-01-08,1-14,17,2016,False,2016_publishedweek522016.xls
2016-01-15,1-14,24,2016,False,2016_publishedweek522016.xls
2016-01-22,1-14,18,2016,False,2016_publishedweek522016.xls
2016-01-29,1-14,14,2016,False,2016_publishedweek522016.xls
2016-02-05,1-14,22,2016,False,2016_publishedweek522016.xls
2016-02-12,1-14,21,2016,False,2016_publishedweek522016.xls
2016-02-19,1-14,22,2016,False,2016_publishedweek522016.xls
2016-02-26,1-14,20,2016,False,2016_publishedweek522016.xls
2016-03-04,1-14,21,2016,False,2016_publishedweek522016.xls
2016-03-11,1-14,22,2016,False,2016_publishedweek522016.xls
2016-03-18,1-14,22,2016,False,2016_publishedweek522016.xls
2016-03-25,1-14,18,2016,False,2016_publishedweek522016.xls
2016-04-01,1-14,15,2016,False,2016_publishedweek522016.xls
2016-04-08,1-14,15,2016,False,2016_publishedweek522016.xls
2016-04-15,1-14,18,2016,False,2016_publishedweek522016.xls
2016-04-22,1-14,24,2016,False,2016_publishedweek522016.xls
2016-04-29,1-14,22,2016,False,2016_publishedweek522016.xls
2016-05-06,1-14,23,2016,False,2016_publishedweek522016.xls
2016-05-13,1-14,19,2016,False,2016_publishedweek522016.xls
2016-05-20,1-14,21,2016,False,2016_publishedweek522016.xls
2016-05-27,1-14,19,2016,False,2016_publishedweek522016.xls
2016-06-03,1-14,19,2016,False,2016_publishedweek522016.xls
2016-06-10,1-14,21,2016,False,2016_publishedweek522016.xls
2016-06-17,1-14,22,2016,False,2016_publishedweek522016.xls
2016-06-24,1-14,15,2016,False,2016_publishedweek522016.xls
2016-07-01,1-14,13,2016,False,2016_publishedweek522016.xls
2016-07-08,1-14,18,2016,False,2016_publishedweek522016.xls
2016-07-15,1-14,15,2016,False,2016_publishedweek522016.xls
2016-07-22,1-14,18,2016,False,2016_publishedweek522016.xls
2016-07-29,1-14,15,2016,False,2016_publishedweek522016.xls
2016-08-05,1-14,19,2016,False,2016_publishedweek522016.xls
2016-08-12,1-14,15,2016,False,2016_publishedweek522016.xls
2016-08-19,1-14,17,2016,False,2016_publishedweek522016.xls
2016-08-26,1-14,16,2016,False,2016_publishedweek522016.xls
2016-09-02,1-14,14,2016,False,2016_publishedweek522016.xls
2016-09-09,1-14,23,2016,False,2016_publishedweek522016.xls
2016-09-16,1-14,15,2016,False,2016_publishedweek522016.xls
2016-09-23,1-14,15,2016,False,2016_publishedweek522016.xls
2016-09-30,1-14,15,2016,False,2016_publishedweek522016.xls
2016-10-07,1-14,21,2016,False,2016_publishedweek522016.xls
2016-10-14,1-14,14,2016,False,2016_publishedweek522016.xls
2016-10-21,1-14,21,2016,False,2016_publishedweek522016.xls
2016-10-28,1-14,16,2016,False,2016_publishedweek522016.xls
2016-11-04,1-14,21,2016,False,2016_publishedweek522016.xls
2016-11-11,1-14,15,2016,False,2016_publishedweek522016.xls
2016-11-18,1-14,26,2016,False,2016_publishedweek522016.xls
2016-11-25,1-14,26,2016,False,2016_publishedweek522016.xls
2016-12-02,1-14,15,2016,False,2016_publishedweek522016.xls
2016-12-09,1-14,28,2016,False,2016_publishedweek522016.xls
2016-12-16,1-14,22,2016,False,2016_publishedweek522016.xls
2016-12-23,1-14,16,2016,False,2016_publishedweek522016.xls
2016-12-30,1-14,7,2016,False,2016_publishedweek522016.xls
2017-01-06,1-14,18,2017,False,2017_publishedweek522017.xls
2017-01-13,1-14,18,2017,False,2017_publishedweek522017.xls
2017-01-20,1-14,19,2017,False,2017_publishedweek522017.xls
2017-01-27,1-14,16,2017,False,2017_publishedweek522017.xls
2017-02-03,1-14,14,2017,False,2017_publishedweek522017.xls
2017-02-10,1-14,17,2017,False,2017_publishedweek522017.xls
2017-02-17,1-14,18,2017,False,2017_publishedweek522017.xls
2017-02-24,1-14,20,2017,False,2017_publishedweek522017.xls
2017-03-03,1-14,22,2017,False,2017_publishedweek522017.xls
2017-03-10,1-14,17,2017,False,2017_publishedweek522017.xls
2017-03-17,1-14,7,2017,False,2017_publishedweek522017.xls
2017-03-24,1-14,13,2017,False,2017_publishedweek522017.xls
2017-03-31,1-14,20,2017,False,2017_publishedweek522017.xls
2017-04-07,1-14,21,2017,False,2017_publishedweek522017.xls
2017-04-14,1-14,20,2017,False,2017_publishedweek522017.xls
2017-04-21,1-14,19,2017,False,2017_publishedweek522017.xls
2017-04-28,1-14,20,2017,False,2017_publishedweek522017.xls
2017-05-05,1-14,18,2017,False,2017_publishedweek522017.xls
2017-05-12,1-14,23,2017,False,2017_publishedweek522017.xls
2017-05-19,1-14,18,2017,False,2017_publishedweek522017.xls
2017-05-26,1-14,21,2017,False,2017_publishedweek522017.xls
2017-06-02,1-14,12,2017,False,2017_publishedweek522017.xls
2017-06-09,1-14,27,2017,False,2017_publishedweek522017.xls
2017-06-16,1-14,20,2017,False,2017_publishedweek522017.xls
2017-06-23,1-14,17,2017,False,2017_publishedweek522017.xls
2017-06-30,1-14,13,2017,False,2017_publishedweek522017.xls
2017-07-07,1-14,23,2017,False,2017_publishedweek522017.xls
2017-07-14,1-14,23,2017,False,2017_publishedweek522017.xls
2017-07-21,1-14,19,2017,False,2017_publishedweek522017.xls
2017-07-28,1-14,15,2017,False,2017_publishedweek522017.xls
2017-08-04,1-14,12,2017,False,2017_publishedweek522017.xls
2017-08-11,1-14,17,2017,False,2017_publishedweek522017.xls
2017-08-18,1-14,20,2017,False,2017_publishedweek522017.xls
2017-08-25,1-14,11,2017,False,2017_publishedweek522017.xls
2017-09-01,1-14,18,2017,False,2017_publishedweek522017.xls
2017-09-08,1-14,17,2017,False,2017_publishedweek522017.xls
2017-09-15,1-14,18,2017,False,2017_publishedweek522017.xls
2017-09-22,1-14,21,2017,False,2017_publishedweek522017.xls
2017-09-29,1-14,27,2017,False,2017_publishedweek522017.xls
2017-10-06,1-14,20,2017,False,2017_publishedweek522017.xls
2017-10-13,1-14,11,2017,False,2017_publishedweek522017.xls
2017-10-20,1-14,13,2017,False,2017_publishedweek522017.xls
2017-10-27,1-14,25,2017,False,2017_publishedweek522017.xls
2017-11-03,1-14,18,2017,False,2017_publishedweek522017.xls
2017-11-10,1-14,20,2017,False,2017_publishedweek522017.xls
2017-11-17,1-14,9,2017,False,2017_publishedweek522017.xls
2017-11-24,1-14,20,2017,False,2017_publishedweek522017.xls
2017-12-01,1-14,21,2017,False,2017_publishedweek522017.xls
2017-12-08,1-14,20,2017,False,2017_publishedweek522017.xls
2017-12-15,1-14,19,2017,False,2017_publishedweek522017.xls
2017-12-22,1-14,20,2017,False,2017_publishedweek522017.xls
2017-12-29,1-14,18,2017,False,2017_publishedweek522017.xls
2018-01-05,1-14,18,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-12,1-14,17,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-19,1-14,22,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-26,1-14,25,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-02,1-14,14,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-09,1-14,23,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-16,1-14,17,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-23,1-14,13,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-02,1-14,11,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-09,1-14,27,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-16,1-14,17,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-23,1-14,15,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-30,1-14,20,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
