week_ending,age_band,observed_deaths,edition_year,is_final,source_filename
2021-02-26,15-44,311,2021,False,2021_publishedweek522021.xlsx
2021-03-05,15-44,356,2021,False,2021_publishedweek522021.xlsx
2021-03-12,15-44,334,2021,False,2021_publishedweek522021.xlsx
2021-03-19,15-44,305,2021,False,2021_publishedweek522021.xlsx
2021-03-26,15-44,320,2021,False,2021_publishedweek522021.xlsx
2021-04-02,15-44,288,2021,False,2021_publishedweek522021.xlsx
2021-04-09,15-44,292,2021,False,2021_publishedweek522021.xlsx
2021-04-16,15-44,336,2021,False,2021_publishedweek522021.xlsx
2021-04-23,15-44,331,2021,False,2021_publishedweek522021.xlsx
2021-04-30,15-44,290,2021,False,2021_publishedweek522021.xlsx
2021-05-07,15-44,261,2021,False,2021_publishedweek522021.xlsx
2021-05-14,15-44,280,2021,False,2021_publishedweek522021.xlsx
2021-05-21,15-44,346,2021,False,2021_publishedweek522021.xlsx
2021-05-28,15-44,343,2021,False,2021_publishedweek522021.xlsx
2021-06-04,15-44,224,2021,False,2021_publishedweek522021.xlsx
2021-06-11,15-44,322,2021,False,2021_publishedweek522021.xlsx
2021-06-18,15-44,310,2021,False,2021_publishedweek522021.xlsx
2021-06-25,15-44,273,2021,False,2021_publishedweek522021.xlsx
2021-07-02,15-44,292,2021,False,2021_publishedweek522021.xlsx
2021-07-09,15-44,321,2021,False,2021_publishedweek522021.xlsx
2021-07-16,15-44,315,2021,False,2021_publishedweek522021.xlsx
2021-07-23,15-44,313,2021,False,2021_publishedweek522021.xlsx
2021-07-30,15-44,314,2021,False,2021_publishedweek522021.xlsx
2021-08-06,15-44,319,2021,False,2021_publishedweek522021.xlsx
2021-08-13,15-44,331,2021,False,2021_publishedweek522021.xlsx
2021-08-20,15-44,320,2021,False,2021_publishedweek522021.xlsx
2021-08-27,15-44,317,2021,False,2021_publishedweek522021.xlsx
2021-09-03,15-44,262,2021,False,2021_publishedweek522021.xlsx
2021-09-10,15-44,341,2021,False,2021_publishedweek522021.xlsx
2021-09-17,15-44,282,2021,False,2021_publishedweek522021.xlsx
2021-09-24,15-44,345,2021,False,2021_publishedweek522021.xlsx
2021-10-01,15-44,339,2021,False,2021_publishedweek522021.xlsx
2021-10-08,15-44,335,2021,False,2021_publishedweek522021.xlsx
2021-10-15,15-44,323,2021,False,2021_publishedweek522021.xlsx
2021-10-22,15-44,337,2021,False,2021_publishedweek522021.xlsx
2021-10-29,15-44,294,2021,False,2021_publishedweek522021.xlsx
2021-11-05,15-44,320,2021,False,2021_publishedweek522021.xlsx
2021-11-12,15-44,355,2021,False,2021_publishedweek522021.xlsx
2021-11-19,15-44,333,2021,False,2021_publishedweek522021.xlsx
2021-11-26,15-44,358,2021,False,2021_publishedweek522021.xlsx
2021-12-03,15-44,380,2021,False,2021_publishedweek522021.xlsx
2021-12-10,15-44,315,2021,False,2021_publishedweek522021.xlsx
2021-12-17,15-44,367,2021,False,2021_publishedweek522021.xlsx
2021-12-24,15-44,381,2021,False,2021_publishedweek522021.xlsx
2021-12-31,15-44,168,2021,False,2021_publishedweek522021.xlsx
2022-01-07,15-44,284,2022,False,2022_publicationfileweek522022.xlsx
2022-01-14,15-44,330,2022,False,2022_publicationfileweek522022.xlsx
2022-01-21,15-44,361,2022,False,2022_publicationfileweek522022.xlsx
2022-01-28,15-44,320,2022,False,2022_publicationfileweek522022.xlsx
2022-02-04,15-44,296,2022,False,2022_publicationfileweek522022.xlsx
2022-02-11,15-44,306,2022,False,2022_publicationfileweek522022.xlsx
2022-02-18,15-44,363,2022,False,2022_publicationfileweek522022.xlsx
2022-02-25,15-44,310,2022,False,2022_publicationfileweek522022.xlsx
2022-03-04,15-44,314,2022,False,2022_publicationfileweek522022.xlsx
2022-03-11,15-44,324,2022,False,2022_publicationfileweek522022.xlsx
2022-03-18,15-44,317,2022,False,2022_publicationfileweek522022.xlsx
2022-03-25,15-44,309,2022,False,2022_publicationfileweek522022.xlsx
2022-04-01,15-44,308,2022,False,2022_publicationfileweek522022.xlsx
2022-04-08,15-44,292,2022,False,2022_publicationfileweek522022.xlsx
2022-04-15,15-44,266,2022,False,2022_publicationfileweek522022.xlsx
2022-04-22,15-44,266,2022,False,2022_publicationfileweek522022.xlsx
2022-04-29,15-44,332,2022,False,2022_publicationfileweek522022.xlsx
2022-05-06,15-44,230,2022,False,2022_publicationfileweek522022.xlsx
2022-05-13,15-44,311,2022,False,2022_publicationfileweek522022.xlsx
2022-05-20,15-44,304,2022,False,2022_publicationfileweek522022.xlsx
2022-05-27,15-44,306,2022,False,2022_publicationfileweek522022.xlsx
2022-06-03,15-44,183,2022,False,2022_publicationfileweek522022.xlsx
2022-06-10,15-44,345,2022,False,2022_publicationfileweek522022.xlsx
2022-06-17,15-44,336,2022,False,2022_publicationfileweek522022.xlsx
2022-06-24,15-44,348,2022,False,2022_publicationfileweek522022.xlsx
2022-07-01,15-44,331,2022,False,2022_publicationfileweek522022.xlsx
2022-07-08,15-44,302,2022,False,2022_publicationfileweek522022.xlsx
2022-07-15,15-44,331,2022,False,2022_publicationfileweek522022.xlsx
2022-07-22,15-44,301,2022,False,2022_publicationfileweek522022.xlsx
2022-07-29,15-44,296,2022,False,2022_publicationfileweek522022.xlsx
2022-08-05,15-44,309,2022,False,2022_publicationfileweek522022.xlsx
2022-08-12,15-44,315,2022,False,2022_publicationfileweek522022.xlsx
2022-08-19,15-44,321,2022,False,2022_publicationfileweek522022.xlsx
2022-08-26,15-44,315,2022,False,2022_publicationfileweek522022.xlsx
2022-09-02,15-44,265,2022,False,2022_publicationfileweek522022.xlsx
2022-09-09,15-44,309,2022,False,2022_publicationfileweek522022.xlsx
2022-09-16,15-44,328,2022,False,2022_publicationfileweek522022.xlsx
2022-09-23,15-44,253,2022,False,2022_publicationfileweek522022.xlsx
2022-09-30,15-44,337,2022,False,2022_publicationfileweek522022.xlsx
2022-10-07,15-44,320,2022,False,2022_publicationfileweek522022.xlsx
2022-10-14,15-44,338,2022,False,2022_publicationfileweek522022.xlsx
2022-10-21,15-44,343,2022,False,2022_publicationfileweek522022.xlsx
2022-10-28,15-44,299,2022,False,2022_publicationfileweek522022.xlsx
2022-11-04,15-44,333,2022,False,2022_publicationfileweek522022.xlsx
2022-11-11,15-44,329,2022,False,2022_publicationfileweek522022.xlsx
2022-11-18,15-44,354,2022,False,2022_publicationfileweek522022.xlsx
2022-11-25,15-44,359,2022,False,2022_publicationfileweek522022.xlsx
2022-12-02,15-44,317,2022,False,2022_publicationfileweek522022.xlsx
2022-12-09,15-44,345,2022,False,2022_publicationfileweek522022.xlsx
2022-12-16,15-44,381,2022,False,2022_publicationfileweek522022.xlsx
2022-12-23,15-44,336,2022,False,2022_publicationfileweek522022.xlsx
2022-12-30,15-44,161,2022,False,2022_publicationfileweek522022.xlsx
2023-01-06,15-44,282,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-01-13,15-44,365,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-01-20,15-44,404,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-01-27,15-44,353,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-02-03,15-44,356,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-02-10,15-44,340,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-02-17,15-44,332,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-02-24,15-44,376,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-03-03,15-44,340,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-03-10,15-44,358,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-03-17,15-44,360,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-03-24,15-44,350,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-03-31,15-44,328,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-04-07,15-44,292,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-04-14,15-44,276,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-04-21,15-44,321,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-04-28,15-44,375,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-05-05,15-44,300,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-05-12,15-44,317,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-05-19,15-44,338,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-05-26,15-44,367,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-06-02,15-44,277,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-06-09,15-44,338,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-06-16,15-44,298,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-06-23,15-44,341,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-06-30,15-44,325,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-07-07,15-44,338,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-07-14,15-44,359,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-07-21,15-44,298,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-07-28,15-44,330,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-08-04,15-44,327,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-08-11,15-44,345,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-08-18,15-44,299,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-08-25,15-44,318,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-09-01,15-44,275,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-09-08,15-44,275,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-09-15,15-44,297,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-09-22,15-44,340,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-09-29,15-44,320,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-10-06,15-44,307,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-10-13,15-44,358,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-10-20,15-44,303,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-10-27,15-44,305,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-11-03,15-44,299,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-11-10,15-44,354,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-11-17,15-44,336,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-11-24,15-44,329,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-12-01,15-44,317,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-12-08,15-44,337,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-12-15,15-44,323,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-12-22,15-44,351,2023,False,2023_publicationfileweek522023rerun.xlsx
2023-12-29,15-44,142,2023,False,2023_publicationfileweek522023rerun.xlsx
2024-01-05,15-44,254,2024,False,2024_weeklydeathsweek522024.xlsx
2024-01-12,15-44,288,2024,False,2024_weeklydeathsweek522024.xlsx
2024-01-19,15-44,339,2024,False,2024_weeklydeathsweek522024.xlsx
2024-01-26,15-44,329,2024,False,2024_weeklydeathsweek522024.xlsx
2024-02-02,15-44,330,2024,False,2024_weeklydeathsweek522024.xlsx
2024-02-09,15-44,352,2024,False,2024_weeklydeathsweek522024.xlsx
2024-02-16,15-44,324,2024,False,2024_weeklydeathsweek522024.xlsx
2024-02-23,15-44,331,2024,False,2024_weeklydeathsweek522024.xlsx
2024-03-01,15-44,361,2024,False,2024_weeklydeathsweek522024.xlsx
2024-03-08,15-44,327,2024,False,2024_weeklydeathsweek522024.xlsx
2024-03-15,15-44,319,2024,False,2024_weeklydeathsweek522024.xlsx
2024-03-22,15-44,327,2024,False,2024_weeklydeathsweek522024.xlsx
2024-03-29,15-44,255,2024,False,2024_weeklydeathsweek522024.xlsx
2024-04-05,15-44,247,2024,False,2024_weeklydeathsweek522024.xlsx
2024-04-12,15-44,332,2024,False,2024_weeklydeathsweek522024.xlsx
2024-04-19,15-44,304,2024,False,2024_weeklydeathsweek522024.xlsx
2024-04-26,15-44,327,2024,False,2024_weeklydeathsweek522024.xlsx
2024-05-03,15-44,351,2024,False,2024_weeklydeathsweek522024.xlsx
2024-05-10,15-44,262,2024,False,2024_weeklydeathsweek522024.xlsx
2024-05-17,15-44,323,2024,False,2024_weeklydeathsweek522024.xlsx
2024-05-24,15-44,327,2024,False,2024_weeklydeathsweek522024.xlsx
2024-05-31,15-44,258,2024,False,2024_weeklydeathsweek522024.xlsx
2024-06-07,15-44,335,2024,False,2024_weeklydeathsweek522024.xlsx
2024-06-14,15-44,341,2024,False,2024_weeklydeathsweek522024.xlsx
2024-06-21,15-44,289,2024,False,2024_weeklydeathsweek522024.xlsx
2024-06-28,15-44,366,2024,False,2024_weeklydeathsweek522024.xlsx
2024-07-05,15-44,307,2024,False,2024_weeklydeathsweek522024.xlsx
2024-07-12,15-44,296,2024,False,2024_weeklydeathsweek522024.xlsx
2024-07-19,15-44,335,2024,False,2024_weeklydeathsweek522024.xlsx
2024-07-26,15-44,342,2024,False,2024_weeklydeathsweek522024.xlsx
2024-08-02,15-44,336,2024,False,2024_weeklydeathsweek522024.xlsx
2024-08-09,15-44,336,2024,False,2024_weeklydeathsweek522024.xlsx
2024-08-16,15-44,313,2024,False,2024_weeklydeathsweek522024.xlsx
2024-08-23,15-44,309,2024,False,2024_weeklydeathsweek522024.xlsx
2024-08-30,15-44,241,2024,False,2024_weeklydeathsweek522024.xlsx
2024-09-06,15-44,271,2024,False,2024_weeklydeathsweek522024.xlsx
2024-09-13,15-44,391,2024,False,2024_weeklydeathsweek522024.xlsx
2024-09-20,15-44,311,2024,False,2024_weeklydeathsweek522024.xlsx
2024-09-27,15-44,322,2024,False,2024_weeklydeathsweek522024.xlsx
2024-10-04,15-44,352,2024,False,2024_weeklydeathsweek522024.xlsx
2024-10-11,15-44,332,2024,False,2024_weeklydeathsweek522024.xlsx
2024-10-18,15-44,356,2024,False,2024_weeklydeathsweek522024.xlsx
2024-10-25,15-44,319,2024,False,2024_weeklydeathsweek522024.xlsx
2024-11-01,15-44,309,2024,False,2024_weeklydeathsweek522024.xlsx
2024-11-08,15-44,319,2024,False,2024_weeklydeathsweek522024.xlsx
2024-11-15,15-44,338,2024,False,2024_weeklydeathsweek522024.xlsx
2024-11-22,15-44,304,2024,False,2024_weeklydeathsweek522024.xlsx
2024-11-29,15-44,309,2024,False,2024_weeklydeathsweek522024.xlsx
2024-12-06,15-44,361,2024,False,2024_weeklydeathsweek522024.xlsx
2024-12-13,15-44,312,2024,False,2024_weeklydeathsweek522024.xlsx
2024-12-20,15-44,360,2024,False,2024_weeklydeathsweek522024.xlsx
2024-12-27,15-44,172,2024,False,2024_weeklydeathsweek522024.xlsx
2025-01-03,15-44,190,2025,False,2025_weeklydeathsweek522025.xlsx
2025-01-10,15-44,281,2025,False,2025_weeklydeathsweek522025.xlsx
2025-01-17,15-44,365,2025,False,2025_weeklydeathsweek522025.xlsx
2025-01-24,15-44,337,2025,False,2025_weeklydeathsweek522025.xlsx
2025-01-31,15-44,353,2025,False,2025_weeklydeathsweek522025.xlsx
2025-02-07,15-44,307,2025,False,2025_weeklydeathsweek522025.xlsx
2025-02-14,15-44,337,2025,False,2025_weeklydeathsweek522025.xlsx
2025-02-21,15-44,323,2025,False,2025_weeklydeathsweek522025.xlsx
2025-02-28,15-44,336,2025,False,2025_weeklydeathsweek522025.xlsx
2025-03-07,15-44,301,2025,False,2025_weeklydeathsweek522025.xlsx
2025-03-14,15-44,302,2025,False,2025_weeklydeathsweek522025.xlsx
2025-03-21,15-44,306,2025,False,2025_weeklydeathsweek522025.xlsx
2025-03-28,15-44,313,2025,False,2025_weeklydeathsweek522025.xlsx
2025-04-04,15-44,327,2025,False,2025_weeklydeathsweek522025.xlsx
2025-04-11,15-44,325,2025,False,2025_weeklydeathsweek522025.xlsx
2025-04-18,15-44,285,2025,False,2025_weeklydeathsweek522025.xlsx
2025-04-25,15-44,245,2025,False,2025_weeklydeathsweek522025.xlsx
2025-05-02,15-44,332,2025,False,2025_weeklydeathsweek522025.xlsx
2025-05-09,15-44,265,2025,False,2025_weeklydeathsweek522025.xlsx
2025-05-16,15-44,319,2025,False,2025_weeklydeathsweek522025.xlsx
2025-05-23,15-44,334,2025,False,2025_weeklydeathsweek522025.xlsx
2025-05-30,15-44,254,2025,False,2025_weeklydeathsweek522025.xlsx
2025-06-06,15-44,323,2025,False,2025_weeklydeathsweek522025.xlsx
2025-06-13,15-44,297,2025,False,2025_weeklydeathsweek522025.xlsx
2025-06-20,15-44,306,2025,False,2025_weeklydeathsweek522025.xlsx
2025-06-27,15-44,321,2025,False,2025_weeklydeathsweek522025.xlsx
2025-07-04,15-44,305,2025,False,2025_weeklydeathsweek522025.xlsx
2025-07-11,15-44,319,2025,False,2025_weeklydeathsweek522025.xlsx
2025-07-18,15-44,311,2025,False,2025_weeklydeathsweek522025.xlsx
2025-07-25,15-44,311,2025,False,2025_weeklydeathsweek522025.xlsx
2025-08-01,15-44,319,2025,False,2025_weeklydeathsweek522025.xlsx
2025-08-08,15-44,283,2025,False,2025_weeklydeathsweek522025.xlsx
2025-08-15,15-44,251,2025,False,2025_weeklydeathsweek522025.xlsx
2025-08-22,15-44,289,2025,False,2025_weeklydeathsweek522025.xlsx
2025-08-29,15-44,247,2025,False,2025_weeklydeathsweek522025.xlsx
2025-09-05,15-44,289,2025,False,2025_weeklydeathsweek522025.xlsx
2025-09-12,15-44,292,2025,False,2025_weeklydeathsweek522025.xlsx
2025-09-19,15-44,294,2025,False,2025_weeklydeathsweek522025.xlsx
2025-09-26,15-44,310,2025,False,2025_weeklydeathsweek522025.xlsx
2025-10-03,15-44,324,2025,False,2025_weeklydeathsweek522025.xlsx
2025-10-10,15-44,327,2025,False,2025_weeklydeathsweek522025.xlsx
2025-10-17,15-44,312,2025,False,2025_weeklydeathsweek522025.xlsx
2025-10-24,15-44,349,2025,False,2025_weeklydeathsweek522025.xlsx
2025-10-31,15-44,284,2025,False,2025_weeklydeathsweek522025.xlsx
2025-11-07,15-44,316,2025,False,2025_weeklydeathsweek522025.xlsx
2025-11-14,15-44,318,2025,False,2025_weeklydeathsweek522025.xlsx
2025-11-21,15-44,315,2025,False,2025_weeklydeathsweek522025.xlsx
2025-11-28,15-44,305,2025,False,2025_weeklydeathsweek522025.xlsx
2025-12-05,15-44,353,2025,False,2025_weeklydeathsweek522025.xlsx
2025-12-12,15-44,342,2025,False,2025_weeklydeathsweek522025.xlsx
2025-12-19,15-44,332,2025,False,2025_weeklydeathsweek522025.xlsx
2025-12-26,15-44,159,2025,False,2025_weeklydeathsweek522025.xlsx
2026-01-02,15-44,177,2026,False,2026_weeklydeathsweek192026.xlsx
2026-01-09,15-44,299,2026,False,2026_weeklydeathsweek192026.xlsx
2026-01-16,15-44,295,2026,False,2026_weeklydeathsweek192026.xlsx
2026-01-23,15-44,334,2026,False,2026_weeklydeathsweek192026.xlsx
2026-01-30,15-44,315,2026,False,2026_weeklydeathsweek192026.xlsx
2026-02-06,15-44,330,2026,False,2026_weeklydeathsweek192026.xlsx
2026-02-13,15-44,311,2026,False,2026_weeklydeathsweek192026.xlsx
2026-02-20,15-44,325,2026,False,2026_weeklydeathsweek192026.xlsx
2026-02-27,15-44,295,2026,False,2026_weeklydeathsweek192026.xlsx
2026-03-06,15-44,319,2026,False,2026_weeklydeathsweek192026.xlsx
2026-03-13,15-44,311,2026,False,2026_weeklydeathsweek192026.xlsx
2026-03-20,15-44,306,2026,False,2026_weeklydeathsweek192026.xlsx
2026-03-27,15-44,345,2026,False,2026_weeklydeathsweek192026.xlsx
2026-04-03,15-44,264,2026,False,2026_weeklydeathsweek192026.xlsx
2026-04-10,15-44,251,2026,False,2026_weeklydeathsweek192026.xlsx
2026-04-17,15-44,318,2026,False,2026_weeklydeathsweek192026.xlsx
2026-04-24,15-44,334,2026,False,2026_weeklydeathsweek192026.xlsx
2026-05-01,15-44,334,2026,False,2026_weeklydeathsweek192026.xlsx
2026-05-08,15-44,276,2026,False,2026_weeklydeathsweek192026.xlsx
2010-01-08,45-64,1570,2010,False,2010_publishedweek2010.xls
2010-01-15,45-64,1465,2010,False,2010_publishedweek2010.xls
2010-01-22,45-64,1392,2010,False,2010_publishedweek2010.xls
2010-01-29,45-64,1300,2010,False,2010_publishedweek2010.xls
2010-02-05,45-64,1308,2010,False,2010_publishedweek2010.xls
2010-02-12,45-64,1239,2010,False,2010_publishedweek2010.xls
2010-02-19,45-64,1276,2010,False,2010_publishedweek2010.xls
2010-02-26,45-64,1315,2010,False,2010_publishedweek2010.xls
2010-03-05,45-64,1230,2010,False,2010_publishedweek2010.xls
2010-03-12,45-64,1259,2010,False,2010_publishedweek2010.xls
2010-03-19,45-64,1307,2010,False,2010_publishedweek2010.xls
2010-03-26,45-64,1227,2010,False,2010_publishedweek2010.xls
2010-04-02,45-64,1035,2010,False,2010_publishedweek2010.xls
2010-04-09,45-64,1242,2010,False,2010_publishedweek2010.xls
2010-04-16,45-64,1276,2010,False,2010_publishedweek2010.xls
2010-04-23,45-64,1243,2010,False,2010_publishedweek2010.xls
2010-04-30,45-64,1220,2010,False,2010_publishedweek2010.xls
2010-05-07,45-64,1119,2010,False,2010_publishedweek2010.xls
2010-05-14,45-64,1262,2010,False,2010_publishedweek2010.xls
2010-05-21,45-64,1165,2010,False,2010_publishedweek2010.xls
2010-05-28,45-64,1205,2010,False,2010_publishedweek2010.xls
2010-06-04,45-64,1080,2010,False,2010_publishedweek2010.xls
2010-06-11,45-64,1292,2010,False,2010_publishedweek2010.xls
2010-06-18,45-64,1182,2010,False,2010_publishedweek2010.xls
2010-06-25,45-64,1145,2010,False,2010_publishedweek2010.xls
2010-07-02,45-64,1161,2010,False,2010_publishedweek2010.xls
2010-07-09,45-64,1203,2010,False,2010_publishedweek2010.xls
2010-07-16,45-64,1174,2010,False,2010_publishedweek2010.xls
2010-07-23,45-64,1200,2010,False,2010_publishedweek2010.xls
2010-07-30,45-64,1075,2010,False,2010_publishedweek2010.xls
2010-08-06,45-64,1211,2010,False,2010_publishedweek2010.xls
2010-08-13,45-64,1086,2010,False,2010_publishedweek2010.xls
2010-08-20,45-64,1144,2010,False,2010_publishedweek2010.xls
2010-08-27,45-64,1160,2010,False,2010_publishedweek2010.xls
2010-09-03,45-64,1045,2010,False,2010_publishedweek2010.xls
2010-09-10,45-64,1176,2010,False,2010_publishedweek2010.xls
2010-09-17,45-64,1206,2010,False,2010_publishedweek2010.xls
2010-09-24,45-64,1131,2010,False,2010_publishedweek2010.xls
2010-10-01,45-64,1160,2010,False,2010_publishedweek2010.xls
2010-10-08,45-64,1214,2010,False,2010_publishedweek2010.xls
2010-10-15,45-64,1315,2010,False,2010_publishedweek2010.xls
2010-10-22,45-64,1205,2010,False,2010_publishedweek2010.xls
2010-10-29,45-64,1198,2010,False,2010_publishedweek2010.xls
2010-11-05,45-64,1215,2010,False,2010_publishedweek2010.xls
2010-11-12,45-64,1221,2010,False,2010_publishedweek2010.xls
2010-11-19,45-64,1185,2010,False,2010_publishedweek2010.xls
2010-11-26,45-64,1198,2010,False,2010_publishedweek2010.xls
2010-12-03,45-64,1199,2010,False,2010_publishedweek2010.xls
2010-12-10,45-64,1396,2010,False,2010_publishedweek2010.xls
2010-12-17,45-64,1466,2010,False,2010_publishedweek2010.xls
2010-12-24,45-64,1463,2010,False,2010_publishedweek2010.xls
2010-12-31,45-64,1254,2010,False,2010_publishedweek2010.xls
2011-01-07,45-64,1548,2011,False,2011_publishedweek2011.xls
2011-01-14,45-64,1701,2011,False,2011_publishedweek2011.xls
2011-01-21,45-64,1403,2011,False,2011_publishedweek2011.xls
2011-01-28,45-64,1363,2011,False,2011_publishedweek2011.xls
2011-02-04,45-64,1337,2011,False,2011_publishedweek2011.xls
2011-02-11,45-64,1279,2011,False,2011_publishedweek2011.xls
2011-02-18,45-64,1283,2011,False,2011_publishedweek2011.xls
2011-02-25,45-64,1213,2011,False,2011_publishedweek2011.xls
2011-03-04,45-64,1274,2011,False,2011_publishedweek2011.xls
2011-03-11,45-64,1213,2011,False,2011_publishedweek2011.xls
2011-03-18,45-64,1260,2011,False,2011_publishedweek2011.xls
2011-03-25,45-64,1179,2011,False,2011_publishedweek2011.xls
2011-04-01,45-64,1226,2011,False,2011_publishedweek2011.xls
2011-04-08,45-64,1245,2011,False,2011_publishedweek2011.xls
2011-04-15,45-64,1205,2011,False,2011_publishedweek2011.xls
2011-04-22,45-64,1057,2011,False,2011_publishedweek2011.xls
2011-04-29,45-64,997,2011,False,2011_publishedweek2011.xls
2011-05-06,45-64,1302,2011,False,2011_publishedweek2011.xls
2011-05-13,45-64,1358,2011,False,2011_publishedweek2011.xls
2011-05-20,45-64,1191,2011,False,2011_publishedweek2011.xls
2011-05-27,45-64,1233,2011,False,2011_publishedweek2011.xls
2011-06-03,45-64,1050,2011,False,2011_publishedweek2011.xls
2011-06-10,45-64,1197,2011,False,2011_publishedweek2011.xls
2011-06-17,45-64,1227,2011,False,2011_publishedweek2011.xls
2011-06-24,45-64,1126,2011,False,2011_publishedweek2011.xls
2011-07-01,45-64,1131,2011,False,2011_publishedweek2011.xls
2011-07-08,45-64,1155,2011,False,2011_publishedweek2011.xls
2011-07-15,45-64,1163,2011,False,2011_publishedweek2011.xls
2011-07-22,45-64,1168,2011,False,2011_publishedweek2011.xls
2011-07-29,45-64,1118,2011,False,2011_publishedweek2011.xls
2011-08-05,45-64,1182,2011,False,2011_publishedweek2011.xls
2011-08-12,45-64,1174,2011,False,2011_publishedweek2011.xls
2011-08-19,45-64,1119,2011,False,2011_publishedweek2011.xls
2011-08-26,45-64,1133,2011,False,2011_publishedweek2011.xls
2011-09-02,45-64,1018,2011,False,2011_publishedweek2011.xls
2011-09-09,45-64,1149,2011,False,2011_publishedweek2011.xls
2011-09-16,45-64,1159,2011,False,2011_publishedweek2011.xls
2011-09-23,45-64,1107,2011,False,2011_publishedweek2011.xls
2011-09-30,45-64,1172,2011,False,2011_publishedweek2011.xls
2011-10-07,45-64,1065,2011,False,2011_publishedweek2011.xls
2011-10-14,45-64,1202,2011,False,2011_publishedweek2011.xls
2011-10-21,45-64,1130,2011,False,2011_publishedweek2011.xls
2011-10-28,45-64,1195,2011,False,2011_publishedweek2011.xls
2011-11-04,45-64,1262,2011,False,2011_publishedweek2011.xls
2011-11-11,45-64,1149,2011,False,2011_publishedweek2011.xls
2011-11-18,45-64,1208,2011,False,2011_publishedweek2011.xls
2011-11-25,45-64,1158,2011,False,2011_publishedweek2011.xls
2011-12-02,45-64,1209,2011,False,2011_publishedweek2011.xls
2011-12-09,45-64,1268,2011,False,2011_publishedweek2011.xls
2011-12-16,45-64,1243,2011,False,2011_publishedweek2011.xls
2011-12-23,45-64,1268,2011,False,2011_publishedweek2011.xls
2011-12-30,45-64,915,2011,False,2011_publishedweek2011.xls
2012-01-06,45-64,1255,2012,False,2012_publishedweek2012.xls
2012-01-13,45-64,1370,2012,False,2012_publishedweek2012.xls
2012-01-20,45-64,1204,2012,False,2012_publishedweek2012.xls
2012-01-27,45-64,1240,2012,False,2012_publishedweek2012.xls
2012-02-03,45-64,1245,2012,False,2012_publishedweek2012.xls
2012-02-10,45-64,1237,2012,False,2012_publishedweek2012.xls
2012-02-17,45-64,1164,2012,False,2012_publishedweek2012.xls
2012-02-24,45-64,1220,2012,False,2012_publishedweek2012.xls
2012-03-02,45-64,1310,2012,False,2012_publishedweek2012.xls
2012-03-09,45-64,1185,2012,False,2012_publishedweek2012.xls
2012-03-16,45-64,1238,2012,False,2012_publishedweek2012.xls
2012-03-23,45-64,1256,2012,False,2012_publishedweek2012.xls
2012-03-30,45-64,1170,2012,False,2012_publishedweek2012.xls
