month_date,region_code,region_name,observed_deaths,edition_year,is_final,source_filename
2012-05-01,E12000001,North East,2287,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-06-01,E12000001,North East,1978,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-07-01,E12000001,North East,2113,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-08-01,E12000001,North East,2024,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-09-01,E12000001,North East,1922,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-10-01,E12000001,North East,2247,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-11-01,E12000001,North East,2249,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-12-01,E12000001,North East,2420,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2013-01-01,E12000001,North East,2986,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-02-01,E12000001,North East,2264,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-03-01,E12000001,North East,2119,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-04-01,E12000001,North East,2433,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-05-01,E12000001,North East,2251,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-06-01,E12000001,North East,1914,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-07-01,E12000001,North East,2037,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-08-01,E12000001,North East,1847,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-09-01,E12000001,North East,1946,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-10-01,E12000001,North East,2327,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-11-01,E12000001,North East,2187,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-12-01,E12000001,North East,2154,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2014-01-01,E12000001,North East,2556,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-02-01,E12000001,North East,2196,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-03-01,E12000001,North East,2220,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-04-01,E12000001,North East,2205,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-05-01,E12000001,North East,2129,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-06-01,E12000001,North East,2017,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-07-01,E12000001,North East,2221,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-08-01,E12000001,North East,2023,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-09-01,E12000001,North East,2238,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-10-01,E12000001,North East,2360,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-11-01,E12000001,North East,2020,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-12-01,E12000001,North East,2703,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2015-01-01,E12000001,North East,3239,2015,True,2015_publishedoutput2015final.xls
2015-02-01,E12000001,North East,2596,2015,True,2015_publishedoutput2015final.xls
2015-03-01,E12000001,North East,2503,2015,True,2015_publishedoutput2015final.xls
2015-04-01,E12000001,North East,2451,2015,True,2015_publishedoutput2015final.xls
2015-05-01,E12000001,North East,2109,2015,True,2015_publishedoutput2015final.xls
2015-06-01,E12000001,North East,2191,2015,True,2015_publishedoutput2015final.xls
2015-07-01,E12000001,North East,2125,2015,True,2015_publishedoutput2015final.xls
2015-08-01,E12000001,North East,1847,2015,True,2015_publishedoutput2015final.xls
2015-09-01,E12000001,North East,2152,2015,True,2015_publishedoutput2015final.xls
2015-10-01,E12000001,North East,2190,2015,True,2015_publishedoutput2015final.xls
2015-11-01,E12000001,North East,2197,2015,True,2015_publishedoutput2015final.xls
2015-12-01,E12000001,North East,2475,2015,True,2015_publishedoutput2015final.xls
2016-01-01,E12000001,North East,2555,2016,True,2016_publishedoutput2016final.xls
2016-02-01,E12000001,North East,2492,2016,True,2016_publishedoutput2016final.xls
2016-03-01,E12000001,North East,2515,2016,True,2016_publishedoutput2016final.xls
2016-04-01,E12000001,North East,2460,2016,True,2016_publishedoutput2016final.xls
2016-05-01,E12000001,North East,2165,2016,True,2016_publishedoutput2016final.xls
2016-06-01,E12000001,North East,2255,2016,True,2016_publishedoutput2016final.xls
2016-07-01,E12000001,North East,2109,2016,True,2016_publishedoutput2016final.xls
2016-08-01,E12000001,North East,2119,2016,True,2016_publishedoutput2016final.xls
2016-09-01,E12000001,North East,2121,2016,True,2016_publishedoutput2016final.xls
2016-10-01,E12000001,North East,2123,2016,True,2016_publishedoutput2016final.xls
2016-11-01,E12000001,North East,2415,2016,True,2016_publishedoutput2016final.xls
2016-12-01,E12000001,North East,2507,2016,True,2016_publishedoutput2016final.xls
2017-01-01,E12000001,North East,2905,2017,True,2017_publishedoutputannual2017final.xls
2017-02-01,E12000001,North East,2504,2017,True,2017_publishedoutputannual2017final.xls
2017-03-01,E12000001,North East,2548,2017,True,2017_publishedoutputannual2017final.xls
2017-04-01,E12000001,North East,2044,2017,True,2017_publishedoutputannual2017final.xls
2017-05-01,E12000001,North East,2301,2017,True,2017_publishedoutputannual2017final.xls
2017-06-01,E12000001,North East,2178,2017,True,2017_publishedoutputannual2017final.xls
2017-07-01,E12000001,North East,2081,2017,True,2017_publishedoutputannual2017final.xls
2017-08-01,E12000001,North East,2145,2017,True,2017_publishedoutputannual2017final.xls
2017-09-01,E12000001,North East,2180,2017,True,2017_publishedoutputannual2017final.xls
2017-10-01,E12000001,North East,2286,2017,True,2017_publishedoutputannual2017final.xls
2017-11-01,E12000001,North East,2335,2017,True,2017_publishedoutputannual2017final.xls
2017-12-01,E12000001,North East,2527,2017,True,2017_publishedoutputannual2017final.xls
2018-01-01,E12000001,North East,3502,2018,True,2018_publishedannual2018.xls
2018-02-01,E12000001,North East,2578,2018,True,2018_publishedannual2018.xls
2018-03-01,E12000001,North East,2586,2018,True,2018_publishedannual2018.xls
2018-04-01,E12000001,North East,2355,2018,True,2018_publishedannual2018.xls
2018-05-01,E12000001,North East,2276,2018,True,2018_publishedannual2018.xls
2018-06-01,E12000001,North East,2086,2018,True,2018_publishedannual2018.xls
2018-07-01,E12000001,North East,2125,2018,True,2018_publishedannual2018.xls
2018-08-01,E12000001,North East,2057,2018,True,2018_publishedannual2018.xls
2018-09-01,E12000001,North East,1961,2018,True,2018_publishedannual2018.xls
2018-10-01,E12000001,North East,2365,2018,True,2018_publishedannual2018.xls
2018-11-01,E12000001,North East,2221,2018,True,2018_publishedannual2018.xls
2018-12-01,E12000001,North East,2319,2018,True,2018_publishedannual2018.xls
2019-01-01,E12000001,North East,2848,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-02-01,E12000001,North East,2365,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-03-01,E12000001,North East,2302,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-04-01,E12000001,North East,2260,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-05-01,E12000001,North East,2319,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-06-01,E12000001,North East,2018,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-07-01,E12000001,North East,2216,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-08-01,E12000001,North East,2225,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-09-01,E12000001,North East,2086,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-10-01,E12000001,North East,2454,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-11-01,E12000001,North East,2413,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-12-01,E12000001,North East,2531,2019,True,2019_annual2019publishedoutputrefresh.xls
2020-01-01,E12000001,North East,2892,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-02-01,E12000001,North East,2250,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-03-01,E12000001,North East,2497,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-04-01,E12000001,North East,4352,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-05-01,E12000001,North East,3052,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-06-01,E12000001,North East,2249,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-07-01,E12000001,North East,2216,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-08-01,E12000001,North East,1948,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-09-01,E12000001,North East,2257,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-10-01,E12000001,North East,2551,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-11-01,E12000001,North East,2876,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-12-01,E12000001,North East,3088,2020,True,2020_annual2020publishedoutputrefresh.xls
2021-01-01,E12000001,North East,3245,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-02-01,E12000001,North East,2794,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-03-01,E12000001,North East,2522,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-04-01,E12000001,North East,2188,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-05-01,E12000001,North East,2056,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-06-01,E12000001,North East,2223,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-07-01,E12000001,North East,2329,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-08-01,E12000001,North East,2399,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-09-01,E12000001,North East,2498,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-10-01,E12000001,North East,2462,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-11-01,E12000001,North East,2713,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-12-01,E12000001,North East,2845,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2022-01-01,E12000001,North East,2743,2022,True,2022_processorannualdeaths2022.xlsx
2022-02-01,E12000001,North East,2477,2022,True,2022_processorannualdeaths2022.xlsx
2022-03-01,E12000001,North East,2712,2022,True,2022_processorannualdeaths2022.xlsx
2022-04-01,E12000001,North East,2398,2022,True,2022_processorannualdeaths2022.xlsx
2022-05-01,E12000001,North East,2429,2022,True,2022_processorannualdeaths2022.xlsx
2022-06-01,E12000001,North East,2301,2022,True,2022_processorannualdeaths2022.xlsx
2022-07-01,E12000001,North East,2328,2022,True,2022_processorannualdeaths2022.xlsx
2022-08-01,E12000001,North East,2364,2022,True,2022_processorannualdeaths2022.xlsx
2022-09-01,E12000001,North East,2392,2022,True,2022_processorannualdeaths2022.xlsx
2022-10-01,E12000001,North East,2409,2022,True,2022_processorannualdeaths2022.xlsx
2022-11-01,E12000001,North East,2744,2022,True,2022_processorannualdeaths2022.xlsx
2022-12-01,E12000001,North East,2871,2022,True,2022_processorannualdeaths2022.xlsx
2023-01-01,E12000001,North East,3591,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-02-01,E12000001,North East,2520,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-03-01,E12000001,North East,2740,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-04-01,E12000001,North East,2500,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-05-01,E12000001,North East,2418,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-06-01,E12000001,North East,2497,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-07-01,E12000001,North East,2191,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-08-01,E12000001,North East,2389,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-09-01,E12000001,North East,2310,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-10-01,E12000001,North East,2388,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-11-01,E12000001,North East,2741,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-12-01,E12000001,North East,2496,2023,True,2023_monthlydeathsfinalised2023.xlsx
2024-01-01,E12000001,North East,3038,2024,True,2024_monthlydeaths2024final1.xlsx
2024-02-01,E12000001,North East,2682,2024,True,2024_monthlydeaths2024final1.xlsx
2024-03-01,E12000001,North East,2501,2024,True,2024_monthlydeaths2024final1.xlsx
2024-04-01,E12000001,North East,2608,2024,True,2024_monthlydeaths2024final1.xlsx
2024-05-01,E12000001,North East,2446,2024,True,2024_monthlydeaths2024final1.xlsx
2024-06-01,E12000001,North East,2216,2024,True,2024_monthlydeaths2024final1.xlsx
2024-07-01,E12000001,North East,2443,2024,True,2024_monthlydeaths2024final1.xlsx
2024-08-01,E12000001,North East,2232,2024,True,2024_monthlydeaths2024final1.xlsx
2024-09-01,E12000001,North East,2105,2024,True,2024_monthlydeaths2024final1.xlsx
2024-10-01,E12000001,North East,2633,2024,True,2024_monthlydeaths2024final1.xlsx
2024-11-01,E12000001,North East,2388,2024,True,2024_monthlydeaths2024final1.xlsx
2024-12-01,E12000001,North East,2493,2024,True,2024_monthlydeaths2024final1.xlsx
2006-01-01,E12000002,North West,6797,2006,True,2006_publishedoutput200tcm772274163.xls
2006-02-01,E12000002,North West,5832,2006,True,2006_publishedoutput200tcm772274163.xls
2006-03-01,E12000002,North West,6628,2006,True,2006_publishedoutput200tcm772274163.xls
2006-04-01,E12000002,North West,5756,2006,True,2006_publishedoutput200tcm772274163.xls
2006-05-01,E12000002,North West,6013,2006,True,2006_publishedoutput200tcm772274163.xls
2006-06-01,E12000002,North West,5662,2006,True,2006_publishedoutput200tcm772274163.xls
2006-07-01,E12000002,North West,5450,2006,True,2006_publishedoutput200tcm772274163.xls
2006-08-01,E12000002,North West,5445,2006,True,2006_publishedoutput200tcm772274163.xls
2006-09-01,E12000002,North West,5223,2006,True,2006_publishedoutput200tcm772274163.xls
2006-10-01,E12000002,North West,5674,2006,True,2006_publishedoutput200tcm772274163.xls
2006-11-01,E12000002,North West,5780,2006,True,2006_publishedoutput200tcm772274163.xls
2006-12-01,E12000002,North West,5566,2006,True,2006_publishedoutput200tcm772274163.xls
2007-01-01,E12000002,North West,7136,2007,True,2007_publishedoutput200tcm772274233.xls
2007-02-01,E12000002,North West,6309,2007,True,2007_publishedoutput200tcm772274233.xls
2007-03-01,E12000002,North West,6282,2007,True,2007_publishedoutput200tcm772274233.xls
2007-04-01,E12000002,North West,5803,2007,True,2007_publishedoutput200tcm772274233.xls
2007-05-01,E12000002,North West,5768,2007,True,2007_publishedoutput200tcm772274233.xls
2007-06-01,E12000002,North West,5323,2007,True,2007_publishedoutput200tcm772274233.xls
2007-07-01,E12000002,North West,5592,2007,True,2007_publishedoutput200tcm772274233.xls
2007-08-01,E12000002,North West,5342,2007,True,2007_publishedoutput200tcm772274233.xls
2007-09-01,E12000002,North West,4966,2007,True,2007_publishedoutput200tcm772274233.xls
2007-10-01,E12000002,North West,5996,2007,True,2007_publishedoutput200tcm772274233.xls
2007-11-01,E12000002,North West,6006,2007,True,2007_publishedoutput200tcm772274233.xls
2007-12-01,E12000002,North West,5989,2007,True,2007_publishedoutput200tcm772274233.xls
2008-01-01,E12000002,North West,7157,2008,True,2008_publishedoutput200tcm772274292.xls
2008-02-01,E12000002,North West,5939,2008,True,2008_publishedoutput200tcm772274292.xls
2008-03-01,E12000002,North West,5896,2008,True,2008_publishedoutput200tcm772274292.xls
2008-04-01,E12000002,North West,6418,2008,True,2008_publishedoutput200tcm772274292.xls
2008-05-01,E12000002,North West,5325,2008,True,2008_publishedoutput200tcm772274292.xls
2008-06-01,E12000002,North West,5258,2008,True,2008_publishedoutput200tcm772274292.xls
2008-07-01,E12000002,North West,5645,2008,True,2008_publishedoutput200tcm772274292.xls
2008-08-01,E12000002,North West,4865,2008,True,2008_publishedoutput200tcm772274292.xls
2008-09-01,E12000002,North West,5463,2008,True,2008_publishedoutput200tcm772274292.xls
2008-10-01,E12000002,North West,5661,2008,True,2008_publishedoutput200tcm772274292.xls
2008-11-01,E12000002,North West,5541,2008,True,2008_publishedoutput200tcm772274292.xls
2008-12-01,E12000002,North West,7572,2008,True,2008_publishedoutput200tcm772274292.xls
2009-01-01,E12000002,North West,7327,2009,True,2009_publishedoutput200tcm772274362.xls
2009-02-01,E12000002,North West,5677,2009,True,2009_publishedoutput200tcm772274362.xls
2009-03-01,E12000002,North West,5885,2009,True,2009_publishedoutput200tcm772274362.xls
2009-04-01,E12000002,North West,5595,2009,True,2009_publishedoutput200tcm772274362.xls
2009-05-01,E12000002,North West,5094,2009,True,2009_publishedoutput200tcm772274362.xls
2009-06-01,E12000002,North West,5289,2009,True,2009_publishedoutput200tcm772274362.xls
2009-07-01,E12000002,North West,5291,2009,True,2009_publishedoutput200tcm772274362.xls
2009-08-01,E12000002,North West,4767,2009,True,2009_publishedoutput200tcm772274362.xls
2009-09-01,E12000002,North West,5348,2009,True,2009_publishedoutput200tcm772274362.xls
2009-10-01,E12000002,North West,5569,2009,True,2009_publishedoutput200tcm772274362.xls
2009-11-01,E12000002,North West,5545,2009,True,2009_publishedoutput200tcm772274362.xls
2009-12-01,E12000002,North West,6550,2009,True,2009_publishedoutput200tcm772274362.xls
2010-01-01,E12000002,North West,6539,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-02-01,E12000002,North West,5520,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-03-01,E12000002,North West,6259,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-04-01,E12000002,North West,5598,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-05-01,E12000002,North West,4969,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-06-01,E12000002,North West,5472,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-07-01,E12000002,North West,5032,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-08-01,E12000002,North West,4914,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-09-01,E12000002,North West,5517,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-10-01,E12000002,North West,5287,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-11-01,E12000002,North West,5943,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-12-01,E12000002,North West,6688,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2011-01-01,E12000002,North West,6762,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-02-01,E12000002,North West,5434,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-03-01,E12000002,North West,5978,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-04-01,E12000002,North West,5122,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-05-01,E12000002,North West,5491,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-06-01,E12000002,North West,5478,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-07-01,E12000002,North West,4917,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-08-01,E12000002,North West,5341,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-09-01,E12000002,North West,5120,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-10-01,E12000002,North West,5062,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-11-01,E12000002,North West,5553,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-12-01,E12000002,North West,6114,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2012-01-01,E12000002,North West,6329,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-02-01,E12000002,North West,5926,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-03-01,E12000002,North West,5910,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-04-01,E12000002,North West,5717,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-05-01,E12000002,North West,6164,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-06-01,E12000002,North West,5035,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-07-01,E12000002,North West,5406,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-08-01,E12000002,North West,5269,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-09-01,E12000002,North West,4905,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-10-01,E12000002,North West,6112,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-11-01,E12000002,North West,5666,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-12-01,E12000002,North West,5823,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2013-01-01,E12000002,North West,7179,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-02-01,E12000002,North West,6091,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-03-01,E12000002,North West,6238,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-04-01,E12000002,North West,6778,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-05-01,E12000002,North West,5713,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-06-01,E12000002,North West,4779,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-07-01,E12000002,North West,5448,2013,True,2013_publishedoutput2013finaltcm773717241.xls
