month_date,region_code,region_name,observed_deaths,edition_year,is_final,source_filename
2012-11-01,E12000003,Yorkshire and The Humber,4110,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-12-01,E12000003,Yorkshire and The Humber,4180,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2013-01-01,E12000003,Yorkshire and The Humber,5314,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-02-01,E12000003,Yorkshire and The Humber,4391,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-03-01,E12000003,Yorkshire and The Humber,4452,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-04-01,E12000003,Yorkshire and The Humber,4883,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-05-01,E12000003,Yorkshire and The Humber,4207,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-06-01,E12000003,Yorkshire and The Humber,3463,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-07-01,E12000003,Yorkshire and The Humber,3983,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-08-01,E12000003,Yorkshire and The Humber,3606,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-09-01,E12000003,Yorkshire and The Humber,3697,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-10-01,E12000003,Yorkshire and The Humber,4081,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-11-01,E12000003,Yorkshire and The Humber,3893,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-12-01,E12000003,Yorkshire and The Humber,4372,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2014-01-01,E12000003,Yorkshire and The Humber,4820,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-02-01,E12000003,Yorkshire and The Humber,3980,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-03-01,E12000003,Yorkshire and The Humber,4014,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-04-01,E12000003,Yorkshire and The Humber,4034,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-05-01,E12000003,Yorkshire and The Humber,3873,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-06-01,E12000003,Yorkshire and The Humber,3703,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-07-01,E12000003,Yorkshire and The Humber,4004,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-08-01,E12000003,Yorkshire and The Humber,3575,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-09-01,E12000003,Yorkshire and The Humber,4098,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-10-01,E12000003,Yorkshire and The Humber,4235,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-11-01,E12000003,Yorkshire and The Humber,3865,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-12-01,E12000003,Yorkshire and The Humber,5067,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2015-01-01,E12000003,Yorkshire and The Humber,5938,2015,True,2015_publishedoutput2015final.xls
2015-02-01,E12000003,Yorkshire and The Humber,4462,2015,True,2015_publishedoutput2015final.xls
2015-03-01,E12000003,Yorkshire and The Humber,4577,2015,True,2015_publishedoutput2015final.xls
2015-04-01,E12000003,Yorkshire and The Humber,4335,2015,True,2015_publishedoutput2015final.xls
2015-05-01,E12000003,Yorkshire and The Humber,3968,2015,True,2015_publishedoutput2015final.xls
2015-06-01,E12000003,Yorkshire and The Humber,4170,2015,True,2015_publishedoutput2015final.xls
2015-07-01,E12000003,Yorkshire and The Humber,3878,2015,True,2015_publishedoutput2015final.xls
2015-08-01,E12000003,Yorkshire and The Humber,3659,2015,True,2015_publishedoutput2015final.xls
2015-09-01,E12000003,Yorkshire and The Humber,4053,2015,True,2015_publishedoutput2015final.xls
2015-10-01,E12000003,Yorkshire and The Humber,3986,2015,True,2015_publishedoutput2015final.xls
2015-11-01,E12000003,Yorkshire and The Humber,4107,2015,True,2015_publishedoutput2015final.xls
2015-12-01,E12000003,Yorkshire and The Humber,4557,2015,True,2015_publishedoutput2015final.xls
2016-01-01,E12000003,Yorkshire and The Humber,4695,2016,True,2016_publishedoutput2016final.xls
2016-02-01,E12000003,Yorkshire and The Humber,4595,2016,True,2016_publishedoutput2016final.xls
2016-03-01,E12000003,Yorkshire and The Humber,4764,2016,True,2016_publishedoutput2016final.xls
2016-04-01,E12000003,Yorkshire and The Humber,4493,2016,True,2016_publishedoutput2016final.xls
2016-05-01,E12000003,Yorkshire and The Humber,4060,2016,True,2016_publishedoutput2016final.xls
2016-06-01,E12000003,Yorkshire and The Humber,4255,2016,True,2016_publishedoutput2016final.xls
2016-07-01,E12000003,Yorkshire and The Humber,3828,2016,True,2016_publishedoutput2016final.xls
2016-08-01,E12000003,Yorkshire and The Humber,3945,2016,True,2016_publishedoutput2016final.xls
2016-09-01,E12000003,Yorkshire and The Humber,3965,2016,True,2016_publishedoutput2016final.xls
2016-10-01,E12000003,Yorkshire and The Humber,3884,2016,True,2016_publishedoutput2016final.xls
2016-11-01,E12000003,Yorkshire and The Humber,4508,2016,True,2016_publishedoutput2016final.xls
2016-12-01,E12000003,Yorkshire and The Humber,4521,2016,True,2016_publishedoutput2016final.xls
2017-01-01,E12000003,Yorkshire and The Humber,5715,2017,True,2017_publishedoutputannual2017final.xls
2017-02-01,E12000003,Yorkshire and The Humber,4743,2017,True,2017_publishedoutputannual2017final.xls
2017-03-01,E12000003,Yorkshire and The Humber,4999,2017,True,2017_publishedoutputannual2017final.xls
2017-04-01,E12000003,Yorkshire and The Humber,3798,2017,True,2017_publishedoutputannual2017final.xls
2017-05-01,E12000003,Yorkshire and The Humber,4317,2017,True,2017_publishedoutputannual2017final.xls
2017-06-01,E12000003,Yorkshire and The Humber,4074,2017,True,2017_publishedoutputannual2017final.xls
2017-07-01,E12000003,Yorkshire and The Humber,3774,2017,True,2017_publishedoutputannual2017final.xls
2017-08-01,E12000003,Yorkshire and The Humber,3934,2017,True,2017_publishedoutputannual2017final.xls
2017-09-01,E12000003,Yorkshire and The Humber,3866,2017,True,2017_publishedoutputannual2017final.xls
2017-10-01,E12000003,Yorkshire and The Humber,4272,2017,True,2017_publishedoutputannual2017final.xls
2017-11-01,E12000003,Yorkshire and The Humber,4614,2017,True,2017_publishedoutputannual2017final.xls
2017-12-01,E12000003,Yorkshire and The Humber,4301,2017,True,2017_publishedoutputannual2017final.xls
2018-01-01,E12000003,Yorkshire and The Humber,6338,2018,True,2018_publishedannual2018.xls
2018-02-01,E12000003,Yorkshire and The Humber,4827,2018,True,2018_publishedannual2018.xls
2018-03-01,E12000003,Yorkshire and The Humber,4909,2018,True,2018_publishedannual2018.xls
2018-04-01,E12000003,Yorkshire and The Humber,4510,2018,True,2018_publishedannual2018.xls
2018-05-01,E12000003,Yorkshire and The Humber,4009,2018,True,2018_publishedannual2018.xls
2018-06-01,E12000003,Yorkshire and The Humber,3946,2018,True,2018_publishedannual2018.xls
2018-07-01,E12000003,Yorkshire and The Humber,4007,2018,True,2018_publishedannual2018.xls
2018-08-01,E12000003,Yorkshire and The Humber,3939,2018,True,2018_publishedannual2018.xls
2018-09-01,E12000003,Yorkshire and The Humber,3645,2018,True,2018_publishedannual2018.xls
2018-10-01,E12000003,Yorkshire and The Humber,4419,2018,True,2018_publishedannual2018.xls
2018-11-01,E12000003,Yorkshire and The Humber,4345,2018,True,2018_publishedannual2018.xls
2018-12-01,E12000003,Yorkshire and The Humber,4184,2018,True,2018_publishedannual2018.xls
2019-01-01,E12000003,Yorkshire and The Humber,5441,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-02-01,E12000003,Yorkshire and The Humber,4564,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-03-01,E12000003,Yorkshire and The Humber,4392,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-04-01,E12000003,Yorkshire and The Humber,4350,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-05-01,E12000003,Yorkshire and The Humber,4378,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-06-01,E12000003,Yorkshire and The Humber,3836,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-07-01,E12000003,Yorkshire and The Humber,4134,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-08-01,E12000003,Yorkshire and The Humber,3852,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-09-01,E12000003,Yorkshire and The Humber,3909,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-10-01,E12000003,Yorkshire and The Humber,4598,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-11-01,E12000003,Yorkshire and The Humber,4511,2019,True,2019_annual2019publishedoutputrefresh.xls
2019-12-01,E12000003,Yorkshire and The Humber,4581,2019,True,2019_annual2019publishedoutputrefresh.xls
2020-01-01,E12000003,Yorkshire and The Humber,5615,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-02-01,E12000003,Yorkshire and The Humber,4308,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-03-01,E12000003,Yorkshire and The Humber,4677,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-04-01,E12000003,Yorkshire and The Humber,7987,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-05-01,E12000003,Yorkshire and The Humber,5535,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-06-01,E12000003,Yorkshire and The Humber,4291,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-07-01,E12000003,Yorkshire and The Humber,3855,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-08-01,E12000003,Yorkshire and The Humber,3520,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-09-01,E12000003,Yorkshire and The Humber,4227,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-10-01,E12000003,Yorkshire and The Humber,4756,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-11-01,E12000003,Yorkshire and The Humber,5855,2020,True,2020_annual2020publishedoutputrefresh.xls
2020-12-01,E12000003,Yorkshire and The Humber,5825,2020,True,2020_annual2020publishedoutputrefresh.xls
2021-01-01,E12000003,Yorkshire and The Humber,5988,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-02-01,E12000003,Yorkshire and The Humber,5056,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-03-01,E12000003,Yorkshire and The Humber,4776,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-04-01,E12000003,Yorkshire and The Humber,4113,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-05-01,E12000003,Yorkshire and The Humber,3774,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-06-01,E12000003,Yorkshire and The Humber,4102,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-07-01,E12000003,Yorkshire and The Humber,4226,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-08-01,E12000003,Yorkshire and The Humber,4409,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-09-01,E12000003,Yorkshire and The Humber,4698,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-10-01,E12000003,Yorkshire and The Humber,4543,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-11-01,E12000003,Yorkshire and The Humber,5296,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2021-12-01,E12000003,Yorkshire and The Humber,5174,2021,True,2021_deathsregisteredmonthly2021finalised.xlsx
2022-01-01,E12000003,Yorkshire and The Humber,5412,2022,True,2022_processorannualdeaths2022.xlsx
2022-02-01,E12000003,Yorkshire and The Humber,4485,2022,True,2022_processorannualdeaths2022.xlsx
2022-03-01,E12000003,Yorkshire and The Humber,4864,2022,True,2022_processorannualdeaths2022.xlsx
2022-04-01,E12000003,Yorkshire and The Humber,4663,2022,True,2022_processorannualdeaths2022.xlsx
2022-05-01,E12000003,Yorkshire and The Humber,4695,2022,True,2022_processorannualdeaths2022.xlsx
2022-06-01,E12000003,Yorkshire and The Humber,4342,2022,True,2022_processorannualdeaths2022.xlsx
2022-07-01,E12000003,Yorkshire and The Humber,4404,2022,True,2022_processorannualdeaths2022.xlsx
2022-08-01,E12000003,Yorkshire and The Humber,4615,2022,True,2022_processorannualdeaths2022.xlsx
2022-09-01,E12000003,Yorkshire and The Humber,4288,2022,True,2022_processorannualdeaths2022.xlsx
2022-10-01,E12000003,Yorkshire and The Humber,4921,2022,True,2022_processorannualdeaths2022.xlsx
2022-11-01,E12000003,Yorkshire and The Humber,5170,2022,True,2022_processorannualdeaths2022.xlsx
2022-12-01,E12000003,Yorkshire and The Humber,5363,2022,True,2022_processorannualdeaths2022.xlsx
2023-01-01,E12000003,Yorkshire and The Humber,6685,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-02-01,E12000003,Yorkshire and The Humber,4653,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-03-01,E12000003,Yorkshire and The Humber,5258,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-04-01,E12000003,Yorkshire and The Humber,4411,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-05-01,E12000003,Yorkshire and The Humber,4693,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-06-01,E12000003,Yorkshire and The Humber,4604,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-07-01,E12000003,Yorkshire and The Humber,4048,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-08-01,E12000003,Yorkshire and The Humber,4395,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-09-01,E12000003,Yorkshire and The Humber,4302,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-10-01,E12000003,Yorkshire and The Humber,4513,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-11-01,E12000003,Yorkshire and The Humber,4942,2023,True,2023_monthlydeathsfinalised2023.xlsx
2023-12-01,E12000003,Yorkshire and The Humber,4505,2023,True,2023_monthlydeathsfinalised2023.xlsx
2024-01-01,E12000003,Yorkshire and The Humber,5922,2024,True,2024_monthlydeaths2024final1.xlsx
2024-02-01,E12000003,Yorkshire and The Humber,4982,2024,True,2024_monthlydeaths2024final1.xlsx
2024-03-01,E12000003,Yorkshire and The Humber,4478,2024,True,2024_monthlydeaths2024final1.xlsx
2024-04-01,E12000003,Yorkshire and The Humber,4783,2024,True,2024_monthlydeaths2024final1.xlsx
2024-05-01,E12000003,Yorkshire and The Humber,4653,2024,True,2024_monthlydeaths2024final1.xlsx
2024-06-01,E12000003,Yorkshire and The Humber,4270,2024,True,2024_monthlydeaths2024final1.xlsx
2024-07-01,E12000003,Yorkshire and The Humber,4587,2024,True,2024_monthlydeaths2024final1.xlsx
2024-08-01,E12000003,Yorkshire and The Humber,4234,2024,True,2024_monthlydeaths2024final1.xlsx
2024-09-01,E12000003,Yorkshire and The Humber,4069,2024,True,2024_monthlydeaths2024final1.xlsx
2024-10-01,E12000003,Yorkshire and The Humber,4933,2024,True,2024_monthlydeaths2024final1.xlsx
2024-11-01,E12000003,Yorkshire and The Humber,4613,2024,True,2024_monthlydeaths2024final1.xlsx
2024-12-01,E12000003,Yorkshire and The Humber,4945,2024,True,2024_monthlydeaths2024final1.xlsx
2006-01-01,E12000004,East Midlands,3977,2006,True,2006_publishedoutput200tcm772274163.xls
2006-02-01,E12000004,East Midlands,3559,2006,True,2006_publishedoutput200tcm772274163.xls
2006-03-01,E12000004,East Midlands,4036,2006,True,2006_publishedoutput200tcm772274163.xls
2006-04-01,E12000004,East Midlands,3460,2006,True,2006_publishedoutput200tcm772274163.xls
2006-05-01,E12000004,East Midlands,3444,2006,True,2006_publishedoutput200tcm772274163.xls
2006-06-01,E12000004,East Midlands,3379,2006,True,2006_publishedoutput200tcm772274163.xls
2006-07-01,E12000004,East Midlands,3313,2006,True,2006_publishedoutput200tcm772274163.xls
2006-08-01,E12000004,East Midlands,3280,2006,True,2006_publishedoutput200tcm772274163.xls
2006-09-01,E12000004,East Midlands,2947,2006,True,2006_publishedoutput200tcm772274163.xls
2006-10-01,E12000004,East Midlands,3409,2006,True,2006_publishedoutput200tcm772274163.xls
2006-11-01,E12000004,East Midlands,3593,2006,True,2006_publishedoutput200tcm772274163.xls
2006-12-01,E12000004,East Midlands,3411,2006,True,2006_publishedoutput200tcm772274163.xls
2007-01-01,E12000004,East Midlands,4020,2007,True,2007_publishedoutput200tcm772274233.xls
2007-02-01,E12000004,East Midlands,3786,2007,True,2007_publishedoutput200tcm772274233.xls
2007-03-01,E12000004,East Midlands,3687,2007,True,2007_publishedoutput200tcm772274233.xls
2007-04-01,E12000004,East Midlands,3322,2007,True,2007_publishedoutput200tcm772274233.xls
2007-05-01,E12000004,East Midlands,3437,2007,True,2007_publishedoutput200tcm772274233.xls
2007-06-01,E12000004,East Midlands,3101,2007,True,2007_publishedoutput200tcm772274233.xls
2007-07-01,E12000004,East Midlands,3254,2007,True,2007_publishedoutput200tcm772274233.xls
2007-08-01,E12000004,East Midlands,3228,2007,True,2007_publishedoutput200tcm772274233.xls
2007-09-01,E12000004,East Midlands,2897,2007,True,2007_publishedoutput200tcm772274233.xls
2007-10-01,E12000004,East Midlands,3566,2007,True,2007_publishedoutput200tcm772274233.xls
2007-11-01,E12000004,East Midlands,3497,2007,True,2007_publishedoutput200tcm772274233.xls
2007-12-01,E12000004,East Midlands,3616,2007,True,2007_publishedoutput200tcm772274233.xls
2008-01-01,E12000004,East Midlands,4197,2008,True,2008_publishedoutput200tcm772274292.xls
2008-02-01,E12000004,East Midlands,3471,2008,True,2008_publishedoutput200tcm772274292.xls
2008-03-01,E12000004,East Midlands,3454,2008,True,2008_publishedoutput200tcm772274292.xls
2008-04-01,E12000004,East Midlands,3888,2008,True,2008_publishedoutput200tcm772274292.xls
2008-05-01,E12000004,East Midlands,3224,2008,True,2008_publishedoutput200tcm772274292.xls
2008-06-01,E12000004,East Midlands,3194,2008,True,2008_publishedoutput200tcm772274292.xls
2008-07-01,E12000004,East Midlands,3326,2008,True,2008_publishedoutput200tcm772274292.xls
2008-08-01,E12000004,East Midlands,2926,2008,True,2008_publishedoutput200tcm772274292.xls
2008-09-01,E12000004,East Midlands,3178,2008,True,2008_publishedoutput200tcm772274292.xls
2008-10-01,E12000004,East Midlands,3527,2008,True,2008_publishedoutput200tcm772274292.xls
2008-11-01,E12000004,East Midlands,3324,2008,True,2008_publishedoutput200tcm772274292.xls
2008-12-01,E12000004,East Midlands,4587,2008,True,2008_publishedoutput200tcm772274292.xls
2009-01-01,E12000004,East Midlands,4476,2009,True,2009_publishedoutput200tcm772274362.xls
2009-02-01,E12000004,East Midlands,3354,2009,True,2009_publishedoutput200tcm772274362.xls
2009-03-01,E12000004,East Midlands,3520,2009,True,2009_publishedoutput200tcm772274362.xls
2009-04-01,E12000004,East Midlands,3443,2009,True,2009_publishedoutput200tcm772274362.xls
2009-05-01,E12000004,East Midlands,3107,2009,True,2009_publishedoutput200tcm772274362.xls
2009-06-01,E12000004,East Midlands,3290,2009,True,2009_publishedoutput200tcm772274362.xls
2009-07-01,E12000004,East Midlands,3083,2009,True,2009_publishedoutput200tcm772274362.xls
2009-08-01,E12000004,East Midlands,2847,2009,True,2009_publishedoutput200tcm772274362.xls
2009-09-01,E12000004,East Midlands,3194,2009,True,2009_publishedoutput200tcm772274362.xls
2009-10-01,E12000004,East Midlands,3425,2009,True,2009_publishedoutput200tcm772274362.xls
2009-11-01,E12000004,East Midlands,3340,2009,True,2009_publishedoutput200tcm772274362.xls
2009-12-01,E12000004,East Midlands,3801,2009,True,2009_publishedoutput200tcm772274362.xls
2010-01-01,E12000004,East Midlands,4103,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-02-01,E12000004,East Midlands,3413,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-03-01,E12000004,East Midlands,3698,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-04-01,E12000004,East Midlands,3352,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-05-01,E12000004,East Midlands,3025,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-06-01,E12000004,East Midlands,3322,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-07-01,E12000004,East Midlands,3008,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-08-01,E12000004,East Midlands,2883,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-09-01,E12000004,East Midlands,3390,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-10-01,E12000004,East Midlands,3135,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-11-01,E12000004,East Midlands,3616,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2010-12-01,E12000004,East Midlands,4025,2010,True,2010_publishedoutputfeb021tcm772274383.xls
2011-01-01,E12000004,East Midlands,4392,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-02-01,E12000004,East Midlands,3291,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-03-01,E12000004,East Midlands,3664,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-04-01,E12000004,East Midlands,3156,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-05-01,E12000004,East Midlands,3209,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-06-01,E12000004,East Midlands,3300,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-07-01,E12000004,East Midlands,2901,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-08-01,E12000004,East Midlands,3125,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-09-01,E12000004,East Midlands,3170,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-10-01,E12000004,East Midlands,3078,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-11-01,E12000004,East Midlands,3442,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2011-12-01,E12000004,East Midlands,3651,2011,True,2011_publishedoutput2011finaltcm772738151.xls
2012-01-01,E12000004,East Midlands,3854,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-02-01,E12000004,East Midlands,3724,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-03-01,E12000004,East Midlands,3698,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-04-01,E12000004,East Midlands,3526,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-05-01,E12000004,East Midlands,3660,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-06-01,E12000004,East Midlands,3131,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-07-01,E12000004,East Midlands,3256,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-08-01,E12000004,East Midlands,3265,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-09-01,E12000004,East Midlands,2943,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-10-01,E12000004,East Midlands,3519,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-11-01,E12000004,East Midlands,3444,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2012-12-01,E12000004,East Midlands,3558,2012,True,2012_publishedoutput2012finaltcm773197501.xls
2013-01-01,E12000004,East Midlands,4363,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-02-01,E12000004,East Midlands,3633,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-03-01,E12000004,East Midlands,3811,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-04-01,E12000004,East Midlands,4121,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-05-01,E12000004,East Midlands,3482,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-06-01,E12000004,East Midlands,3005,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-07-01,E12000004,East Midlands,3343,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-08-01,E12000004,East Midlands,2902,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-09-01,E12000004,East Midlands,3043,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-10-01,E12000004,East Midlands,3621,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-11-01,E12000004,East Midlands,3365,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2013-12-01,E12000004,East Midlands,3588,2013,True,2013_publishedoutput2013finaltcm773717241.xls
2014-01-01,E12000004,East Midlands,4093,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-02-01,E12000004,East Midlands,3498,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-03-01,E12000004,East Midlands,3485,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-04-01,E12000004,East Midlands,3466,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-05-01,E12000004,East Midlands,3300,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-06-01,E12000004,East Midlands,3297,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-07-01,E12000004,East Midlands,3498,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-08-01,E12000004,East Midlands,3003,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-09-01,E12000004,East Midlands,3301,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-10-01,E12000004,East Midlands,3599,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-11-01,E12000004,East Midlands,3323,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2014-12-01,E12000004,East Midlands,4076,2014,True,2014_publishedoutput2014finaltcm774115982.xls
2015-01-01,E12000004,East Midlands,5239,2015,True,2015_publishedoutput2015final.xls
2015-02-01,E12000004,East Midlands,4011,2015,True,2015_publishedoutput2015final.xls
2015-03-01,E12000004,East Midlands,4005,2015,True,2015_publishedoutput2015final.xls
2015-04-01,E12000004,East Midlands,3913,2015,True,2015_publishedoutput2015final.xls
2015-05-01,E12000004,East Midlands,3342,2015,True,2015_publishedoutput2015final.xls
2015-06-01,E12000004,East Midlands,3493,2015,True,2015_publishedoutput2015final.xls
2015-07-01,E12000004,East Midlands,3482,2015,True,2015_publishedoutput2015final.xls
2015-08-01,E12000004,East Midlands,3007,2015,True,2015_publishedoutput2015final.xls
2015-09-01,E12000004,East Midlands,3523,2015,True,2015_publishedoutput2015final.xls
2015-10-01,E12000004,East Midlands,3594,2015,True,2015_publishedoutput2015final.xls
2015-11-01,E12000004,East Midlands,3486,2015,True,2015_publishedoutput2015final.xls
2015-12-01,E12000004,East Midlands,3921,2015,True,2015_publishedoutput2015final.xls
2016-01-01,E12000004,East Midlands,3855,2016,True,2016_publishedoutput2016final.xls
2016-02-01,E12000004,East Midlands,3836,2016,True,2016_publishedoutput2016final.xls
2016-03-01,E12000004,East Midlands,4042,2016,True,2016_publishedoutput2016final.xls
2016-04-01,E12000004,East Midlands,3822,2016,True,2016_publishedoutput2016final.xls
2016-05-01,E12000004,East Midlands,3470,2016,True,2016_publishedoutput2016final.xls
2016-06-01,E12000004,East Midlands,3642,2016,True,2016_publishedoutput2016final.xls
2016-07-01,E12000004,East Midlands,3321,2016,True,2016_publishedoutput2016final.xls
2016-08-01,E12000004,East Midlands,3382,2016,True,2016_publishedoutput2016final.xls
2016-09-01,E12000004,East Midlands,3385,2016,True,2016_publishedoutput2016final.xls
2016-10-01,E12000004,East Midlands,3411,2016,True,2016_publishedoutput2016final.xls
2016-11-01,E12000004,East Midlands,3919,2016,True,2016_publishedoutput2016final.xls
2016-12-01,E12000004,East Midlands,3942,2016,True,2016_publishedoutput2016final.xls
2017-01-01,E12000004,East Midlands,4907,2017,True,2017_publishedoutputannual2017final.xls
2017-02-01,E12000004,East Midlands,3973,2017,True,2017_publishedoutputannual2017final.xls
2017-03-01,E12000004,East Midlands,4381,2017,True,2017_publishedoutputannual2017final.xls
2017-04-01,E12000004,East Midlands,3251,2017,True,2017_publishedoutputannual2017final.xls
2017-05-01,E12000004,East Midlands,3770,2017,True,2017_publishedoutputannual2017final.xls
