week_ending,observed_deaths,edition_year,is_final,source_filename
2017-03-31,10027,2017,False,2017_publishedweek522017.xls
2017-04-07,9939,2017,False,2017_publishedweek522017.xls
2017-04-14,8493,2017,False,2017_publishedweek522017.xls
2017-04-21,9644,2017,False,2017_publishedweek522017.xls
2017-04-28,10908,2017,False,2017_publishedweek522017.xls
2017-05-05,9064,2017,False,2017_publishedweek522017.xls
2017-05-12,10693,2017,False,2017_publishedweek522017.xls
2017-05-19,10288,2017,False,2017_publishedweek522017.xls
2017-05-26,10040,2017,False,2017_publishedweek522017.xls
2017-06-02,8332,2017,False,2017_publishedweek522017.xls
2017-06-09,9766,2017,False,2017_publishedweek522017.xls
2017-06-16,9367,2017,False,2017_publishedweek522017.xls
2017-06-23,9627,2017,False,2017_publishedweek522017.xls
2017-06-30,9334,2017,False,2017_publishedweek522017.xls
2017-07-07,9263,2017,False,2017_publishedweek522017.xls
2017-07-14,9376,2017,False,2017_publishedweek522017.xls
2017-07-21,9113,2017,False,2017_publishedweek522017.xls
2017-07-28,8882,2017,False,2017_publishedweek522017.xls
2017-08-04,8941,2017,False,2017_publishedweek522017.xls
2017-08-11,9038,2017,False,2017_publishedweek522017.xls
2017-08-18,9299,2017,False,2017_publishedweek522017.xls
2017-08-25,9382,2017,False,2017_publishedweek522017.xls
2017-09-01,8149,2017,False,2017_publishedweek522017.xls
2017-09-08,9497,2017,False,2017_publishedweek522017.xls
2017-09-15,9454,2017,False,2017_publishedweek522017.xls
2017-09-22,9534,2017,False,2017_publishedweek522017.xls
2017-09-29,9689,2017,False,2017_publishedweek522017.xls
2017-10-06,9778,2017,False,2017_publishedweek522017.xls
2017-10-13,9940,2017,False,2017_publishedweek522017.xls
2017-10-20,10031,2017,False,2017_publishedweek522017.xls
2017-10-27,9739,2017,False,2017_publishedweek522017.xls
2017-11-03,9984,2017,False,2017_publishedweek522017.xls
2017-11-10,10346,2017,False,2017_publishedweek522017.xls
2017-11-17,10275,2017,False,2017_publishedweek522017.xls
2017-11-24,10621,2017,False,2017_publishedweek522017.xls
2017-12-01,10538,2017,False,2017_publishedweek522017.xls
2017-12-08,10781,2017,False,2017_publishedweek522017.xls
2017-12-15,11217,2017,False,2017_publishedweek522017.xls
2017-12-22,12517,2017,False,2017_publishedweek522017.xls
2017-12-29,8487,2017,False,2017_publishedweek522017.xls
