year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,0
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,271
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,5
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,1
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,12
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,0
2017,Female,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,40
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,414
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,0
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,1
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,1
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,325
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,5
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,0
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,31
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,0
2017,Female,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,51
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2017,Female,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2017,Female,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,99
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,0
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,1
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,1
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,50
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,2
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,0
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,24
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,4
2017,Female,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,17
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,84
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,2
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,0
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,0
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,10
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,0
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,0
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,2
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,0
2017,Female,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,70
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,All places,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospitals,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-local authority care homes,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Other communal establishments,0
2017,Female,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Private homes,0
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,All places,765
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Elsewhere,74
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Local authority care homes,2
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospices,1
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospitals,445
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospices,3
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospitals,0
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-local authority care homes,20
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Other communal establishments,3
2017,Female,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Private homes,217
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,All places,762
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Elsewhere,4
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Local authority care homes,2
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospices,1
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospitals,666
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospices,10
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospitals,0
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-local authority care homes,49
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Other communal establishments,2
2017,Female,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Private homes,28
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,All places,70325
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Elsewhere,784
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Local authority care homes,896
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,NHS hospices,458
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,NHS hospitals,34363
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Non-NHS hospices,3501
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Non-NHS hospitals,52
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Non-local authority care homes,14284
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Other communal establishments,170
2017,Female,75-84,A00 to R99 U00 to Y89,All causes,Private homes,15817
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,All places,21002
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Elsewhere,357
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Local authority care homes,150
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,NHS hospices,394
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,NHS hospitals,7252
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospices,3008
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospitals,29
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-local authority care homes,3200
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Other communal establishments,45
2017,Female,75-84,C00 to D48,Chapter 2 - Neoplasms,Private homes,6567
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,All places,150
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Elsewhere,3
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Local authority care homes,1
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospices,0
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospitals,104
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospices,0
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospitals,0
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-local authority care homes,22
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other communal establishments,0
2017,Female,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Private homes,20
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",All places,1103
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Elsewhere,9
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Local authority care homes,16
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospices,4
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospitals,635
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospices,19
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospitals,0
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-local authority care homes,222
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Other communal establishments,3
2017,Female,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Private homes,195
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,All places,6627
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Elsewhere,18
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Local authority care homes,246
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospices,0
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospitals,1939
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospices,23
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospitals,5
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-local authority care homes,3685
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Other communal establishments,41
2017,Female,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Private homes,670
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,All places,5171
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Elsewhere,25
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Local authority care homes,203
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospices,10
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospitals,1145
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,67
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,1
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,2897
2017,Female,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,33
